Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop,Population
1850,Georgia,130,Washington,3030,Washington,5775,"3,500 to 10,000"
1850,Georgia,130,Wayne,3050,Wayne,411,Under 500
1850,Georgia,130,Wilkes,3170,Wilkes,8302,"3,500 to 10,000"
1850,Georgia,130,Wilkinson,3190,Wilkinson,2745,"1,500 to 3,500"
1860,Georgia,130,Appling,10,Appling,748,"500 to 1,500"
1860,Georgia,130,Baker,70,Baker,3492,"1,500 to 3,500"
1860,Georgia,130,Baldwin,90,Baldwin,5021,"3,500 to 10,000"
1860,Georgia,130,Banks,110,Banks,1097,"500 to 1,500"
1860,Georgia,130,Berrien,190,Berrien,434,Under 500
1860,Georgia,130,Bibb,210,Bibb,6831,"3,500 to 10,000"
1860,Georgia,130,Brooks,270,Brooks,3284,"1,500 to 3,500"
1860,Georgia,130,Bryan,290,Bryan,2379,"1,500 to 3,500"
1860,Georgia,130,Bulloch,310,Bulloch,2162,"1,500 to 3,500"
1860,Georgia,130,Burke,330,Burke,12152,"10,000 to 25,000"
1860,Georgia,130,Butts,350,Butts,3082,"1,500 to 3,500"
1860,Georgia,130,Calhoun,370,Calhoun,2739,"1,500 to 3,500"
1860,Georgia,130,Camden,390,Camden,4144,"3,500 to 10,000"
1860,Georgia,130,Campbell,395,Campbell,2012,"1,500 to 3,500"
1860,Georgia,130,Carroll,450,Carroll,1875,"1,500 to 3,500"
1860,Georgia,130,Cass,455,Cass,4291,"3,500 to 10,000"
1860,Georgia,130,Catoosa,470,Catoosa,714,"500 to 1,500"
1860,Georgia,130,Charlton,490,Charlton,557,"500 to 1,500"
1860,Georgia,130,Chatham,510,Chatham,15532,"10,000 to 25,000"
1860,Georgia,130,Chattahoochee,530,Chattahoochee,2763,"1,500 to 3,500"
1860,Georgia,130,Chattooga,550,Chattooga,2058,"1,500 to 3,500"
1860,Georgia,130,Cherokee,570,Cherokee,1244,"500 to 1,500"
1860,Georgia,130,Clarke,590,Clarke,5679,"3,500 to 10,000"
1860,Georgia,130,Clay,610,Clay,2267,"1,500 to 3,500"
1860,Georgia,130,Clayton,630,Clayton,1226,"500 to 1,500"
1860,Georgia,130,Clinch,650,Clinch,454,Under 500
1860,Georgia,130,Cobb,670,Cobb,3832,"3,500 to 10,000"
1860,Georgia,130,Coffee,690,Coffee,673,"500 to 1,500"
1860,Georgia,130,Colquitt,710,Colquitt,121,Under 500
1860,Georgia,130,Columbia,730,Columbia,8349,"3,500 to 10,000"
1860,Georgia,130,Coweta,770,Coweta,7270,"3,500 to 10,000"
1860,Georgia,130,Crawford,790,Crawford,4286,"3,500 to 10,000"
1860,Georgia,130,Dade,830,Dade,304,Under 500
1860,Georgia,130,Dawson,850,Dawson,330,Under 500
1860,Georgia,130,Decatur,870,Decatur,5937,"3,500 to 10,000"
1860,Georgia,130,DeKalb,890,De Kalb,2008,"1,500 to 3,500"
1860,Georgia,130,Dooly,930,Dooly,4072,"3,500 to 10,000"
1860,Georgia,130,Dougherty,950,Dougherty,6088,"3,500 to 10,000"
1860,Georgia,130,Early,990,Early,4057,"3,500 to 10,000"
1860,Georgia,130,Echols,1010,Echols,314,Under 500
1860,Georgia,130,Effingham,1030,Effingham,2183,"1,500 to 3,500"
1860,Georgia,130,Elbert,1050,Elbert,5736,"3,500 to 10,000"
1860,Georgia,130,Emanuel,1070,Emanuel,1333,"500 to 1,500"
1860,Georgia,130,Fannin,1110,Fannin,144,Under 500
1860,Georgia,130,Fayette,1130,Fayette,2025,"1,500 to 3,500"
1860,Georgia,130,Floyd,1150,Floyd,5926,"3,500 to 10,000"
1860,Georgia,130,Forsyth,1170,Forsyth,898,"500 to 1,500"
1860,Georgia,130,Franklin,1190,Franklin,1355,"500 to 1,500"
1860,Georgia,130,Fulton,1210,Fulton,2986,"1,500 to 3,500"
1860,Georgia,130,Gilmer,1230,Gilmer,170,Under 500
1860,Georgia,130,Glascock,1250,Glascock,783,"500 to 1,500"
1860,Georgia,130,Glynn,1270,Glynn,2841,"1,500 to 3,500"
1860,Georgia,130,Gordon,1290,Gordon,2145,"1,500 to 3,500"
1860,Georgia,130,Greene,1330,Greene,8423,"3,500 to 10,000"
1860,Georgia,130,Gwinnett,1350,Gwinnett,2582,"1,500 to 3,500"
1860,Georgia,130,Habersham,1370,Habersham,830,"500 to 1,500"
1860,Georgia,130,Hall,1390,Hall,1275,"500 to 1,500"
1860,Georgia,130,Hancock,1410,Hancock,8173,"3,500 to 10,000"
1860,Georgia,130,Haralson,1430,Haralson,229,Under 500
1860,Georgia,130,Harris,1450,Harris,7757,"3,500 to 10,000"
1860,Georgia,130,Hart,1470,Hart,1534,"1,500 to 3,500"
1860,Georgia,130,Heard,1490,Heard,2826,"1,500 to 3,500"
1860,Georgia,130,Henry,1510,Henry,4527,"3,500 to 10,000"
1860,Georgia,130,Houston,1530,Houston,10783,"10,000 to 25,000"
1860,Georgia,130,Irwin,1550,Irwin,246,Under 500
1860,Georgia,130,Jackson,1570,Jackson,3356,"1,500 to 3,500"
1860,Georgia,130,Jasper,1590,Jasper,6972,"3,500 to 10,000"
1860,Georgia,130,Jefferson,1630,Jefferson,6086,"3,500 to 10,000"
1860,Georgia,130,Johnson,1670,Johnson,856,"500 to 1,500"
1860,Georgia,130,Jones,1690,Jones,6023,"3,500 to 10,000"
1860,Georgia,130,Laurens,1750,Laurens,3275,"1,500 to 3,500"
1860,Georgia,130,Lee,1770,Lee,4954,"3,500 to 10,000"
1860,Georgia,130,Liberty,1790,Liberty,6106,"3,500 to 10,000"
1860,Georgia,130,Lincoln,1810,Lincoln,3768,"3,500 to 10,000"
1860,Georgia,130,Lowndes,1850,Lowndes,2399,"1,500 to 3,500"
1860,Georgia,130,Lumpkin,1870,Lumpkin,470,Under 500
1860,Georgia,130,McIntosh,1910,Mcintosh,4117,"3,500 to 10,000"
1860,Georgia,130,Macon,1930,Macon,4874,"3,500 to 10,000"
1860,Georgia,130,Madison,1950,Madison,2009,"1,500 to 3,500"
1860,Georgia,130,Marion,1970,Marion,3536,"3,500 to 10,000"
1860,Georgia,130,Meriwether,1990,Meriwether,8752,"3,500 to 10,000"
1860,Georgia,130,Miller,2010,Miller,640,"500 to 1,500"
1860,Georgia,130,Milton,2015,Milton,618,"500 to 1,500"
1860,Georgia,130,Mitchell,2050,Mitchell,1592,"1,500 to 3,500"
1860,Georgia,130,Monroe,2070,Monroe,10200,"10,000 to 25,000"
1860,Georgia,130,Montgomery,2090,Montgomery,983,"500 to 1,500"
1860,Georgia,130,Morgan,2110,Morgan,7013,"3,500 to 10,000"
1860,Georgia,130,Murray,2130,Murray,1444,"500 to 1,500"
1860,Georgia,130,Muscogee,2150,Muscogee,7618,"3,500 to 10,000"
1860,Georgia,130,Newton,2170,Newton,6498,"3,500 to 10,000"
1860,Georgia,130,Oglethorpe,2210,Oglethorpe,7535,"3,500 to 10,000"
1860,Georgia,130,Paulding,2230,Paulding,578,"500 to 1,500"
1860,Georgia,130,Pickens,2270,Pickens,246,Under 500
1860,Georgia,130,Pierce,2290,Pierce,233,Under 500
1860,Georgia,130,Pike,2310,Pike,4746,"3,500 to 10,000"
1860,Georgia,130,Polk,2330,Polk,2442,"1,500 to 3,500"
1860,Georgia,130,Pulaski,2350,Pulaski,4137,"3,500 to 10,000"
1860,Georgia,130,Putnam,2370,Putnam,7169,"3,500 to 10,000"
1860,Georgia,130,Quitman,2390,Quitman,1629,"1,500 to 3,500"
1860,Georgia,130,Rabun,2410,Rabun,210,Under 500
1860,Georgia,130,Randolph,2430,Randolph,4468,"3,500 to 10,000"
1860,Georgia,130,Richmond,2450,Richmond,8879,"3,500 to 10,000"
1860,Georgia,130,Schley,2490,Schley,2359,"1,500 to 3,500"
1860,Georgia,130,Screven,2510,Screven,4532,"3,500 to 10,000"
1860,Georgia,130,Spalding,2550,Spalding,3873,"3,500 to 10,000"
1860,Georgia,130,Stewart,2590,Stewart,7888,"3,500 to 10,000"
1860,Georgia,130,Sumter,2610,Sumter,4892,"3,500 to 10,000"
1860,Georgia,130,Talbot,2630,Talbot,8622,"3,500 to 10,000"
1860,Georgia,130,Taliaferro,2650,Taliaferro,2890,"1,500 to 3,500"
1860,Georgia,130,Tattnall,2670,Tattnall,1161,"500 to 1,500"
1860,Georgia,130,Taylor,2690,Taylor,2397,"1,500 to 3,500"
1860,Georgia,130,Telfair,2710,Telfair,836,"500 to 1,500"
1860,Georgia,130,Terrell,2730,Terrell,2889,"1,500 to 3,500"
1860,Georgia,130,Thomas,2750,Thomas,6278,"3,500 to 10,000"
1860,Georgia,130,Towns,2810,Towns,113,Under 500
1860,Georgia,130,Troup,2850,Troup,10039,"10,000 to 25,000"
1860,Georgia,130,Twiggs,2890,Twiggs,5390,"3,500 to 10,000"
1860,Georgia,130,Union,2910,Union,118,Under 500
1860,Georgia,130,Upson,2930,Upson,4895,"3,500 to 10,000"
1860,Georgia,130,Walker,2950,Walker,1565,"1,500 to 3,500"
1860,Georgia,130,Walton,2970,Walton,4627,"3,500 to 10,000"
1860,Georgia,130,Ware,2990,Ware,382,Under 500
1860,Georgia,130,Warren,3010,Warren,5473,"3,500 to 10,000"
1860,Georgia,130,Washington,3030,Washington,6555,"3,500 to 10,000"
1860,Georgia,130,Wayne,3050,Wayne,651,"500 to 1,500"
1860,Georgia,130,Webster,3070,Webster,2289,"1,500 to 3,500"
1860,Georgia,130,White,3110,White,274,Under 500
1860,Georgia,130,Whitfield,3130,Whitfield,1733,"1,500 to 3,500"
1860,Georgia,130,Wilcox,3150,Wilcox,423,Under 500
1860,Georgia,130,Wilkes,3170,Wilkes,7986,"3,500 to 10,000"
1860,Georgia,130,Wilkinson,3190,Wilkinson,3904,"3,500 to 10,000"
1860,Georgia,130,Worth,3210,Worth,645,"500 to 1,500"
1870,Georgia,130,Appling,10,Appling,976,"500 to 1,500"
1870,Georgia,130,Baker,70,Baker,4955,"3,500 to 10,000"
1870,Georgia,130,Baldwin,90,Baldwin,6774,"3,500 to 10,000"
1870,Georgia,130,Banks,110,Banks,921,"500 to 1,500"
1870,Georgia,130,Bartow,150,Bartow,4719,"3,500 to 10,000"
1870,Georgia,130,Berrien,190,Berrien,460,Under 500
1870,Georgia,130,Bibb,210,Bibb,11424,"10,000 to 25,000"
1870,Georgia,130,Brooks,270,Brooks,4231,"3,500 to 10,000"
1870,Georgia,130,Bryan,290,Bryan,3605,"3,500 to 10,000"
1870,Georgia,130,Bulloch,310,Bulloch,1744,"1,500 to 3,500"
1870,Georgia,130,Burke,330,Burke,13436,"10,000 to 25,000"
1870,Georgia,130,Butts,350,Butts,3445,"1,500 to 3,500"
1870,Georgia,130,Calhoun,370,Calhoun,3477,"1,500 to 3,500"
1870,Georgia,130,Camden,390,Camden,3157,"1,500 to 3,500"
1870,Georgia,130,Campbell,395,Campbell,2587,"1,500 to 3,500"
1870,Georgia,130,Carroll,450,Carroll,1309,"500 to 1,500"
1870,Georgia,130,Catoosa,470,Catoosa,616,"500 to 1,500"
1870,Georgia,130,Charlton,490,Charlton,401,Under 500
1870,Georgia,130,Chatham,510,Chatham,24518,"10,000 to 25,000"
1870,Georgia,130,Chattahoochee,530,Chattahoochee,3405,"1,500 to 3,500"
1870,Georgia,130,Chattooga,550,Chattooga,1503,"1,500 to 3,500"
1870,Georgia,130,Cherokee,570,Cherokee,1281,"500 to 1,500"
1870,Georgia,130,Clarke,590,Clarke,6453,"3,500 to 10,000"
1870,Georgia,130,Clay,610,Clay,2849,"1,500 to 3,500"
1870,Georgia,130,Clayton,630,Clayton,1743,"1,500 to 3,500"
1870,Georgia,130,Clinch,650,Clinch,507,"500 to 1,500"
1870,Georgia,130,Cobb,670,Cobb,3217,"1,500 to 3,500"
1870,Georgia,130,Coffee,690,Coffee,678,"500 to 1,500"
1870,Georgia,130,Colquitt,710,Colquitt,137,Under 500
1870,Georgia,130,Columbia,730,Columbia,9449,"3,500 to 10,000"
1870,Georgia,130,Coweta,770,Coweta,8019,"3,500 to 10,000"
1870,Georgia,130,Crawford,790,Crawford,4273,"3,500 to 10,000"
1870,Georgia,130,Dade,830,Dade,245,Under 500
1870,Georgia,130,Dawson,850,Dawson,337,Under 500
1870,Georgia,130,Decatur,870,Decatur,7718,"3,500 to 10,000"
1870,Georgia,130,DeKalb,890,De Kalb,2662,"1,500 to 3,500"
1870,Georgia,130,Dooly,930,Dooly,4855,"3,500 to 10,000"
1870,Georgia,130,Dougherty,950,Dougherty,9424,"3,500 to 10,000"
1870,Georgia,130,Early,990,Early,4172,"3,500 to 10,000"
1870,Georgia,130,Echols,1010,Echols,465,Under 500
1870,Georgia,130,Effingham,1030,Effingham,1704,"1,500 to 3,500"
1870,Georgia,130,Elbert,1050,Elbert,4863,"3,500 to 10,000"
1870,Georgia,130,Emanuel,1070,Emanuel,1703,"1,500 to 3,500"
1870,Georgia,130,Fannin,1110,Fannin,144,Under 500
1870,Georgia,130,Fayette,1130,Fayette,2538,"1,500 to 3,500"
1870,Georgia,130,Floyd,1150,Floyd,5753,"3,500 to 10,000"
1870,Georgia,130,Forsyth,1170,Forsyth,1121,"500 to 1,500"
1870,Georgia,130,Franklin,1190,Franklin,1859,"1,500 to 3,500"
1870,Georgia,130,Fulton,1210,Fulton,15282,"10,000 to 25,000"
1870,Georgia,130,Gilmer,1230,Gilmer,117,Under 500
1870,Georgia,130,Glascock,1250,Glascock,819,"500 to 1,500"
1870,Georgia,130,Glynn,1270,Glynn,3450,"1,500 to 3,500"
1870,Georgia,130,Gordon,1290,Gordon,1536,"1,500 to 3,500"
1870,Georgia,130,Greene,1330,Greene,8156,"3,500 to 10,000"
1870,Georgia,130,Gwinnett,1350,Gwinnett,2159,"1,500 to 3,500"
1870,Georgia,130,Habersham,1370,Habersham,949,"500 to 1,500"
1870,Georgia,130,Hall,1390,Hall,1290,"500 to 1,500"
1870,Georgia,130,Hancock,1410,Hancock,7672,"3,500 to 10,000"
1870,Georgia,130,Haralson,1430,Haralson,319,Under 500
1870,Georgia,130,Harris,1450,Harris,7493,"3,500 to 10,000"
1870,Georgia,130,Hart,1470,Hart,1942,"1,500 to 3,500"
1870,Georgia,130,Heard,1490,Heard,2648,"1,500 to 3,500"
1870,Georgia,130,Henry,1510,Henry,3833,"3,500 to 10,000"
1870,Georgia,130,Houston,1530,Houston,15332,"10,000 to 25,000"
1870,Georgia,130,Irwin,1550,Irwin,296,Under 500
1870,Georgia,130,Jackson,1570,Jackson,3710,"3,500 to 10,000"
1870,Georgia,130,Jasper,1590,Jasper,6555,"3,500 to 10,000"
1870,Georgia,130,Jefferson,1630,Jefferson,7943,"3,500 to 10,000"
1870,Georgia,130,Johnson,1670,Johnson,915,"500 to 1,500"
1870,Georgia,130,Jones,1690,Jones,6445,"3,500 to 10,000"
1870,Georgia,130,Laurens,1750,Laurens,3654,"3,500 to 10,000"
1870,Georgia,130,Lee,1770,Lee,7643,"3,500 to 10,000"
1870,Georgia,130,Liberty,1790,Liberty,5260,"3,500 to 10,000"
1870,Georgia,130,Lincoln,1810,Lincoln,3616,"3,500 to 10,000"
1870,Georgia,130,Lowndes,1850,Lowndes,4045,"3,500 to 10,000"
1870,Georgia,130,Lumpkin,1870,Lumpkin,462,Under 500
1870,Georgia,130,McIntosh,1910,Mcintosh,3288,"1,500 to 3,500"
1870,Georgia,130,Macon,1930,Macon,7483,"3,500 to 10,000"
1870,Georgia,130,Madison,1950,Madison,1581,"1,500 to 3,500"
1870,Georgia,130,Marion,1970,Marion,3830,"3,500 to 10,000"
1870,Georgia,130,Meriwether,1990,Meriwether,7369,"3,500 to 10,000"
1870,Georgia,130,Miller,2010,Miller,956,"500 to 1,500"
1870,Georgia,130,Milton,2015,Milton,466,Under 500
1870,Georgia,130,Mitchell,2050,Mitchell,2950,"1,500 to 3,500"
1870,Georgia,130,Monroe,2070,Monroe,10804,"10,000 to 25,000"
1870,Georgia,130,Montgomery,2090,Montgomery,1108,"500 to 1,500"
1870,Georgia,130,Morgan,2110,Morgan,7058,"3,500 to 10,000"
1870,Georgia,130,Murray,2130,Murray,757,"500 to 1,500"
1870,Georgia,130,Muscogee,2150,Muscogee,9220,"3,500 to 10,000"
1870,Georgia,130,Newton,2170,Newton,6014,"3,500 to 10,000"
1870,Georgia,130,Oglethorpe,2210,Oglethorpe,7141,"3,500 to 10,000"
1870,Georgia,130,Paulding,2230,Paulding,556,"500 to 1,500"
1870,Georgia,130,Pickens,2270,Pickens,129,Under 500
1870,Georgia,130,Pierce,2290,Pierce,814,"500 to 1,500"
1870,Georgia,130,Pike,2310,Pike,4906,"3,500 to 10,000"
1870,Georgia,130,Polk,2330,Polk,2578,"1,500 to 3,500"
1870,Georgia,130,Pulaski,2350,Pulaski,5984,"3,500 to 10,000"
1870,Georgia,130,Putnam,2370,Putnam,7445,"3,500 to 10,000"
1870,Georgia,130,Quitman,2390,Quitman,2377,"1,500 to 3,500"
1870,Georgia,130,Rabun,2410,Rabun,119,Under 500
1870,Georgia,130,Randolph,2430,Randolph,5477,"3,500 to 10,000"
1870,Georgia,130,Richmond,2450,Richmond,12565,"10,000 to 25,000"
1870,Georgia,130,Schley,2490,Schley,2851,"1,500 to 3,500"
1870,Georgia,130,Screven,2510,Screven,4888,"3,500 to 10,000"
1870,Georgia,130,Spalding,2550,Spalding,4878,"3,500 to 10,000"
1870,Georgia,130,Stewart,2590,Stewart,9100,"3,500 to 10,000"
1870,Georgia,130,Sumter,2610,Sumter,10639,"10,000 to 25,000"
1870,Georgia,130,Talbot,2630,Talbot,7152,"3,500 to 10,000"
1870,Georgia,130,Taliaferro,2650,Taliaferro,2987,"1,500 to 3,500"
1870,Georgia,130,Tattnall,2670,Tattnall,1280,"500 to 1,500"
1870,Georgia,130,Taylor,2690,Taylor,2962,"1,500 to 3,500"
1870,Georgia,130,Telfair,2710,Telfair,1145,"500 to 1,500"
1870,Georgia,130,Terrell,2730,Terrell,5284,"3,500 to 10,000"
1870,Georgia,130,Thomas,2750,Thomas,8363,"3,500 to 10,000"
1870,Georgia,130,Towns,2810,Towns,155,Under 500
1870,Georgia,130,Troup,2850,Troup,11224,"10,000 to 25,000"
1870,Georgia,130,Twiggs,2890,Twiggs,5632,"3,500 to 10,000"
1870,Georgia,130,Union,2910,Union,114,Under 500
1870,Georgia,130,Upson,2930,Upson,4565,"3,500 to 10,000"
1870,Georgia,130,Walker,2950,Walker,1529,"1,500 to 3,500"
1870,Georgia,130,Walton,2970,Walton,4162,"3,500 to 10,000"
1870,Georgia,130,Ware,2990,Ware,452,Under 500
1870,Georgia,130,Warren,3010,Warren,6260,"3,500 to 10,000"
1870,Georgia,130,Washington,3030,Washington,8312,"3,500 to 10,000"
1870,Georgia,130,Wayne,3050,Wayne,379,Under 500
1870,Georgia,130,Webster,3070,Webster,2238,"1,500 to 3,500"
1870,Georgia,130,White,3110,White,564,"500 to 1,500"
1870,Georgia,130,Whitfield,3130,Whitfield,1511,"1,500 to 3,500"
1870,Georgia,130,Wilcox,3150,Wilcox,537,"500 to 1,500"
1870,Georgia,130,Wilkes,3170,Wilkes,7827,"3,500 to 10,000"
1870,Georgia,130,Wilkinson,3190,Wilkinson,4699,"3,500 to 10,000"
1870,Georgia,130,Worth,3210,Worth,1105,"500 to 1,500"
1880,Georgia,130,Appling,10,Appling,1192,"500 to 1,500"
1880,Georgia,130,Baker,70,Baker,5565,"3,500 to 10,000"
1880,Georgia,130,Baldwin,90,Baldwin,9294,"3,500 to 10,000"
1880,Georgia,130,Banks,110,Banks,1507,"1,500 to 3,500"
1880,Georgia,130,Bartow,150,Bartow,6271,"3,500 to 10,000"
1880,Georgia,130,Berrien,190,Berrien,836,"500 to 1,500"
1880,Georgia,130,Bibb,210,Bibb,15700,"10,000 to 25,000"
1880,Georgia,130,Brooks,270,Brooks,6057,"3,500 to 10,000"
1880,Georgia,130,Bryan,290,Bryan,2561,"1,500 to 3,500"
1880,Georgia,130,Bulloch,310,Bulloch,2256,"1,500 to 3,500"
1880,Georgia,130,Burke,330,Burke,21031,"10,000 to 25,000"
1880,Georgia,130,Butts,350,Butts,4034,"3,500 to 10,000"
1880,Georgia,130,Calhoun,370,Calhoun,4670,"3,500 to 10,000"
1880,Georgia,130,Camden,390,Camden,4092,"3,500 to 10,000"
1880,Georgia,130,Campbell,395,Campbell,3885,"3,500 to 10,000"
1880,Georgia,130,Carroll,450,Carroll,2310,"1,500 to 3,500"
1880,Georgia,130,Catoosa,470,Catoosa,612,"500 to 1,500"
1880,Georgia,130,Charlton,490,Charlton,360,Under 500
1880,Georgia,130,Chatham,510,Chatham,27515,"25,000 to 100,000"
1880,Georgia,130,Chattahoochee,530,Chattahoochee,3540,"3,500 to 10,000"
1880,Georgia,130,Chattooga,550,Chattooga,2040,"1,500 to 3,500"
1880,Georgia,130,Cherokee,570,Cherokee,1626,"1,500 to 3,500"
1880,Georgia,130,Clarke,590,Clarke,6388,"3,500 to 10,000"
1880,Georgia,130,Clay,610,Clay,3852,"3,500 to 10,000"
1880,Georgia,130,Clayton,630,Clayton,3089,"1,500 to 3,500"
1880,Georgia,130,Clinch,650,Clinch,838,"500 to 1,500"
1880,Georgia,130,Cobb,670,Cobb,6012,"3,500 to 10,000"
1880,Georgia,130,Coffee,690,Coffee,1042,"500 to 1,500"
1880,Georgia,130,Colquitt,710,Colquitt,105,Under 500
1880,Georgia,130,Columbia,730,Columbia,7435,"3,500 to 10,000"
1880,Georgia,130,Coweta,770,Coweta,11797,"10,000 to 25,000"
1880,Georgia,130,Crawford,790,Crawford,4716,"3,500 to 10,000"
1880,Georgia,130,Dade,830,Dade,1084,"500 to 1,500"
1880,Georgia,130,Dawson,850,Dawson,356,Under 500
1880,Georgia,130,Decatur,870,Decatur,10183,"10,000 to 25,000"
1880,Georgia,130,DeKalb,890,De Kalb,4543,"3,500 to 10,000"
1880,Georgia,130,Dodge,910,Dodge,1852,"1,500 to 3,500"
1880,Georgia,130,Dooly,930,Dooly,5828,"3,500 to 10,000"
1880,Georgia,130,Dougherty,950,Dougherty,10670,"10,000 to 25,000"
1880,Georgia,130,Douglas,970,Douglas,1471,"500 to 1,500"
1880,Georgia,130,Early,990,Early,4596,"3,500 to 10,000"
1880,Georgia,130,Echols,1010,Echols,500,"500 to 1,500"
1880,Georgia,130,Effingham,1030,Effingham,2751,"1,500 to 3,500"
1880,Georgia,130,Elbert,1050,Elbert,6872,"3,500 to 10,000"
1880,Georgia,130,Emanuel,1070,Emanuel,3085,"1,500 to 3,500"
1880,Georgia,130,Fannin,1110,Fannin,133,Under 500
1880,Georgia,130,Fayette,1130,Fayette,2863,"1,500 to 3,500"
1880,Georgia,130,Floyd,1150,Floyd,9460,"3,500 to 10,000"
1880,Georgia,130,Forsyth,1170,Forsyth,1487,"500 to 1,500"
1880,Georgia,130,Franklin,1190,Franklin,2547,"1,500 to 3,500"
1880,Georgia,130,Fulton,1210,Fulton,20842,"10,000 to 25,000"
1880,Georgia,130,Gilmer,1230,Gilmer,126,Under 500
1880,Georgia,130,Glascock,1250,Glascock,1071,"500 to 1,500"
1880,Georgia,130,Glynn,1270,Glynn,4300,"3,500 to 10,000"
1880,Georgia,130,Gordon,1290,Gordon,1820,"1,500 to 3,500"
1880,Georgia,130,Greene,1330,Greene,11974,"10,000 to 25,000"
1880,Georgia,130,Gwinnett,1350,Gwinnett,3515,"3,500 to 10,000"
1880,Georgia,130,Habersham,1370,Habersham,1361,"500 to 1,500"
1880,Georgia,130,Hall,1390,Hall,2258,"1,500 to 3,500"
1880,Georgia,130,Hancock,1410,Hancock,11943,"10,000 to 25,000"
1880,Georgia,130,Haralson,1430,Haralson,153,Under 500
1880,Georgia,130,Harris,1450,Harris,9286,"3,500 to 10,000"
1880,Georgia,130,Hart,1470,Hart,2882,"1,500 to 3,500"
1880,Georgia,130,Heard,1490,Heard,3095,"1,500 to 3,500"
1880,Georgia,130,Henry,1510,Henry,6229,"3,500 to 10,000"
1880,Georgia,130,Houston,1530,Houston,16390,"10,000 to 25,000"
1880,Georgia,130,Irwin,1550,Irwin,535,"500 to 1,500"
1880,Georgia,130,Jackson,1570,Jackson,5157,"3,500 to 10,000"
1880,Georgia,130,Jasper,1590,Jasper,7593,"3,500 to 10,000"
1880,Georgia,130,Jefferson,1630,Jefferson,10090,"10,000 to 25,000"
1880,Georgia,130,Johnson,1670,Johnson,1345,"500 to 1,500"
1880,Georgia,130,Jones,1690,Jones,7860,"3,500 to 10,000"
1880,Georgia,130,Laurens,1750,Laurens,4351,"3,500 to 10,000"
1880,Georgia,130,Lee,1770,Lee,8837,"3,500 to 10,000"
1880,Georgia,130,Liberty,1790,Liberty,7061,"3,500 to 10,000"
1880,Georgia,130,Lincoln,1810,Lincoln,4158,"3,500 to 10,000"
1880,Georgia,130,Lowndes,1850,Lowndes,5637,"3,500 to 10,000"
1880,Georgia,130,Lumpkin,1870,Lumpkin,451,Under 500
1880,Georgia,130,McDuffie,1890,Mcduffie,6019,"3,500 to 10,000"
1880,Georgia,130,McIntosh,1910,Mcintosh,4695,"3,500 to 10,000"
1880,Georgia,130,Macon,1930,Macon,7387,"3,500 to 10,000"
1880,Georgia,130,Madison,1950,Madison,2586,"1,500 to 3,500"
1880,Georgia,130,Marion,1970,Marion,4304,"3,500 to 10,000"
1880,Georgia,130,Meriwether,1990,Meriwether,9854,"3,500 to 10,000"
1880,Georgia,130,Miller,2010,Miller,1393,"500 to 1,500"
1880,Georgia,130,Milton,2015,Milton,777,"500 to 1,500"
1880,Georgia,130,Mitchell,2050,Mitchell,5203,"3,500 to 10,000"
1880,Georgia,130,Monroe,2070,Monroe,12115,"10,000 to 25,000"
1880,Georgia,130,Montgomery,2090,Montgomery,1871,"1,500 to 3,500"
1880,Georgia,130,Morgan,2110,Morgan,9782,"3,500 to 10,000"
1880,Georgia,130,Murray,2130,Murray,906,"500 to 1,500"
1880,Georgia,130,Muscogee,2150,Muscogee,10327,"10,000 to 25,000"
1880,Georgia,130,Newton,2170,Newton,6883,"3,500 to 10,000"
1880,Georgia,130,Oconee,2190,Oconee,3024,"1,500 to 3,500"
1880,Georgia,130,Oglethorpe,2210,Oglethorpe,9931,"3,500 to 10,000"
1880,Georgia,130,Paulding,2230,Paulding,984,"500 to 1,500"
1880,Georgia,130,Pickens,2270,Pickens,145,Under 500
1880,Georgia,130,Pierce,2290,Pierce,1472,"500 to 1,500"
1880,Georgia,130,Pike,2310,Pike,8069,"3,500 to 10,000"
1880,Georgia,130,Polk,2330,Polk,4147,"3,500 to 10,000"
1880,Georgia,130,Pulaski,2350,Pulaski,8225,"3,500 to 10,000"
1880,Georgia,130,Putnam,2370,Putnam,11021,"10,000 to 25,000"
1880,Georgia,130,Quitman,2390,Quitman,2619,"1,500 to 3,500"
1880,Georgia,130,Rabun,2410,Rabun,197,Under 500
1880,Georgia,130,Randolph,2430,Randolph,7796,"3,500 to 10,000"
1880,Georgia,130,Richmond,2450,Richmond,17464,"10,000 to 25,000"
1880,Georgia,130,Rockdale,2470,Rockdale,2689,"1,500 to 3,500"
1880,Georgia,130,Schley,2490,Schley,3073,"1,500 to 3,500"
1880,Georgia,130,Screven,2510,Screven,6613,"3,500 to 10,000"
1880,Georgia,130,Spalding,2550,Spalding,7146,"3,500 to 10,000"
1880,Georgia,130,Stewart,2590,Stewart,9622,"3,500 to 10,000"
1880,Georgia,130,Sumter,2610,Sumter,12189,"10,000 to 25,000"
1880,Georgia,130,Talbot,2630,Talbot,9667,"3,500 to 10,000"
1880,Georgia,130,Taliaferro,2650,Taliaferro,4722,"3,500 to 10,000"
1880,Georgia,130,Tattnall,2670,Tattnall,1974,"1,500 to 3,500"
1880,Georgia,130,Taylor,2690,Taylor,3827,"3,500 to 10,000"
1880,Georgia,130,Telfair,2710,Telfair,2161,"1,500 to 3,500"
