Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop,Population
1910,Georgia,130,McIntosh,1910,Mcintosh,4978,"3,500 to 10,000"
1910,Georgia,130,Macon,1930,Macon,10581,"10,000 to 25,000"
1910,Georgia,130,Madison,1950,Madison,5149,"3,500 to 10,000"
1910,Georgia,130,Marion,1970,Marion,5364,"3,500 to 10,000"
1910,Georgia,130,Meriwether,1990,Meriwether,14730,"10,000 to 25,000"
1910,Georgia,130,Miller,2010,Miller,3257,"1,500 to 3,500"
1910,Georgia,130,Milton,2015,Milton,718,"500 to 1,500"
1910,Georgia,130,Mitchell,2050,Mitchell,11649,"10,000 to 25,000"
1910,Georgia,130,Monroe,2070,Monroe,13656,"10,000 to 25,000"
1910,Georgia,130,Montgomery,2090,Montgomery,7310,"3,500 to 10,000"
1910,Georgia,130,Morgan,2110,Morgan,13414,"10,000 to 25,000"
1910,Georgia,130,Murray,2130,Murray,402,Under 500
1910,Georgia,130,Muscogee,2150,Muscogee,16747,"10,000 to 25,000"
1910,Georgia,130,Newton,2170,Newton,9458,"3,500 to 10,000"
1910,Georgia,130,Oconee,2190,Oconee,5162,"3,500 to 10,000"
1910,Georgia,130,Oglethorpe,2210,Oglethorpe,11338,"10,000 to 25,000"
1910,Georgia,130,Paulding,2230,Paulding,1588,"1,500 to 3,500"
1910,Georgia,130,Pickens,2270,Pickens,440,Under 500
1910,Georgia,130,Pierce,2290,Pierce,2742,"1,500 to 3,500"
1910,Georgia,130,Pike,2310,Pike,10159,"10,000 to 25,000"
1910,Georgia,130,Polk,2330,Polk,5697,"3,500 to 10,000"
1910,Georgia,130,Pulaski,2350,Pulaski,13504,"10,000 to 25,000"
1910,Georgia,130,Putnam,2370,Putnam,10178,"10,000 to 25,000"
1910,Georgia,130,Quitman,2390,Quitman,3588,"3,500 to 10,000"
1910,Georgia,130,Rabun,2410,Rabun,156,Under 500
1910,Georgia,130,Randolph,2430,Randolph,12986,"10,000 to 25,000"
1910,Georgia,130,Richmond,2450,Richmond,28390,"25,000 to 100,000"
1910,Georgia,130,Rockdale,2470,Rockdale,3592,"3,500 to 10,000"
1910,Georgia,130,Schley,2490,Schley,3291,"1,500 to 3,500"
1910,Georgia,130,Screven,2510,Screven,12165,"10,000 to 25,000"
1910,Georgia,130,Spalding,2550,Spalding,10060,"10,000 to 25,000"
1910,Georgia,130,Stephens,2570,Stephens,2222,"1,500 to 3,500"
1910,Georgia,130,Stewart,2590,Stewart,10381,"10,000 to 25,000"
1910,Georgia,130,Sumter,2610,Sumter,21243,"10,000 to 25,000"
1910,Georgia,130,Talbot,2630,Talbot,8230,"3,500 to 10,000"
1910,Georgia,130,Taliaferro,2650,Taliaferro,6450,"3,500 to 10,000"
1910,Georgia,130,Tattnall,2670,Tattnall,5841,"3,500 to 10,000"
1910,Georgia,130,Taylor,2690,Taylor,5379,"3,500 to 10,000"
1910,Georgia,130,Telfair,2710,Telfair,4761,"3,500 to 10,000"
1910,Georgia,130,Terrell,2730,Terrell,16607,"10,000 to 25,000"
1910,Georgia,130,Thomas,2750,Thomas,17086,"10,000 to 25,000"
1910,Georgia,130,Tift,2770,Tift,3777,"3,500 to 10,000"
1910,Georgia,130,Toombs,2790,Toombs,3411,"1,500 to 3,500"
1910,Georgia,130,Towns,2810,Towns,15,Under 500
1910,Georgia,130,Troup,2850,Troup,15399,"10,000 to 25,000"
1910,Georgia,130,Turner,2870,Turner,4018,"3,500 to 10,000"
1910,Georgia,130,Twiggs,2890,Twiggs,7396,"3,500 to 10,000"
1910,Georgia,130,Union,2910,Union,64,Under 500
1910,Georgia,130,Upson,2930,Upson,6998,"3,500 to 10,000"
1910,Georgia,130,Walker,2950,Walker,2451,"1,500 to 3,500"
1910,Georgia,130,Walton,2970,Walton,10070,"10,000 to 25,000"
1910,Georgia,130,Ware,2990,Ware,8914,"3,500 to 10,000"
1910,Georgia,130,Warren,3010,Warren,8132,"3,500 to 10,000"
1910,Georgia,130,Washington,3030,Washington,17393,"10,000 to 25,000"
1910,Georgia,130,Wayne,3050,Wayne,3309,"1,500 to 3,500"
1910,Georgia,130,Webster,3070,Webster,4182,"3,500 to 10,000"
1910,Georgia,130,White,3110,White,397,Under 500
1910,Georgia,130,Whitfield,3130,Whitfield,1719,"1,500 to 3,500"
1910,Georgia,130,Wilcox,3150,Wilcox,5505,"3,500 to 10,000"
1910,Georgia,130,Wilkes,3170,Wilkes,16598,"10,000 to 25,000"
1910,Georgia,130,Wilkinson,3190,Wilkinson,5155,"3,500 to 10,000"
1910,Georgia,130,Worth,3210,Worth,9517,"3,500 to 10,000"
1920,Georgia,130,Appling,10,Appling,2312,"1,500 to 3,500"
1920,Georgia,130,Atkinson,30,Atkinson,2479,"1,500 to 3,500"
1920,Georgia,130,Bacon,50,Bacon,852,"500 to 1,500"
1920,Georgia,130,Baker,70,Baker,5614,"3,500 to 10,000"
1920,Georgia,130,Baldwin,90,Baldwin,11019,"10,000 to 25,000"
1920,Georgia,130,Banks,110,Banks,2548,"1,500 to 3,500"
1920,Georgia,130,Barrow,130,Barrow,3051,"1,500 to 3,500"
1920,Georgia,130,Bartow,150,Bartow,5665,"3,500 to 10,000"
1920,Georgia,130,Ben Hill,170,Ben Hill,5560,"3,500 to 10,000"
1920,Georgia,130,Berrien,190,Berrien,4005,"3,500 to 10,000"
1920,Georgia,130,Bibb,210,Bibb,33025,"25,000 to 100,000"
1920,Georgia,130,Bleckley,230,Bleckley,4615,"3,500 to 10,000"
1920,Georgia,130,Brooks,270,Brooks,14247,"10,000 to 25,000"
1920,Georgia,130,Bryan,290,Bryan,2920,"1,500 to 3,500"
1920,Georgia,130,Bulloch,310,Bulloch,10034,"10,000 to 25,000"
1920,Georgia,130,Burke,330,Burke,24775,"10,000 to 25,000"
1920,Georgia,130,Butts,350,Butts,6586,"3,500 to 10,000"
1920,Georgia,130,Calhoun,370,Calhoun,7020,"3,500 to 10,000"
1920,Georgia,130,Camden,390,Camden,4273,"3,500 to 10,000"
1920,Georgia,130,Campbell,395,Campbell,4153,"3,500 to 10,000"
1920,Georgia,130,Candler,430,Candler,3737,"3,500 to 10,000"
1920,Georgia,130,Carroll,450,Carroll,7265,"3,500 to 10,000"
1920,Georgia,130,Catoosa,470,Catoosa,341,Under 500
1920,Georgia,130,Charlton,490,Charlton,948,"500 to 1,500"
1920,Georgia,130,Chatham,510,Chatham,49238,"25,000 to 100,000"
1920,Georgia,130,Chattahoochee,530,Chattahoochee,1968,"1,500 to 3,500"
1920,Georgia,130,Chattooga,550,Chattooga,2299,"1,500 to 3,500"
1920,Georgia,130,Cherokee,570,Cherokee,890,"500 to 1,500"
1920,Georgia,130,Clarke,590,Clarke,12191,"10,000 to 25,000"
1920,Georgia,130,Clay,610,Clay,5074,"3,500 to 10,000"
1920,Georgia,130,Clayton,630,Clayton,5006,"3,500 to 10,000"
1920,Georgia,130,Clinch,650,Clinch,2957,"1,500 to 3,500"
1920,Georgia,130,Cobb,670,Cobb,6645,"3,500 to 10,000"
1920,Georgia,130,Coffee,690,Coffee,5902,"3,500 to 10,000"
1920,Georgia,130,Colquitt,710,Colquitt,8457,"3,500 to 10,000"
1920,Georgia,130,Columbia,730,Columbia,8251,"3,500 to 10,000"
1920,Georgia,130,Cook,750,Cook,3276,"1,500 to 3,500"
1920,Georgia,130,Coweta,770,Coweta,15599,"10,000 to 25,000"
1920,Georgia,130,Crawford,790,Crawford,5198,"3,500 to 10,000"
1920,Georgia,130,Crisp,810,Crisp,9849,"3,500 to 10,000"
1920,Georgia,130,Dade,830,Dade,230,Under 500
1920,Georgia,130,Dawson,850,Dawson,0,Under 500
1920,Georgia,130,Decatur,870,Decatur,16490,"10,000 to 25,000"
1920,Georgia,130,DeKalb,890,De Kalb,9900,"3,500 to 10,000"
1920,Georgia,130,Dodge,910,Dodge,9015,"3,500 to 10,000"
1920,Georgia,130,Dooly,930,Dooly,12279,"10,000 to 25,000"
1920,Georgia,130,Dougherty,950,Dougherty,13370,"10,000 to 25,000"
1920,Georgia,130,Douglas,970,Douglas,2951,"1,500 to 3,500"
1920,Georgia,130,Early,990,Early,11090,"10,000 to 25,000"
1920,Georgia,130,Echols,1010,Echols,1046,"500 to 1,500"
1920,Georgia,130,Effingham,1030,Effingham,4010,"3,500 to 10,000"
1920,Georgia,130,Elbert,1050,Elbert,10726,"10,000 to 25,000"
1920,Georgia,130,Emanuel,1070,Emanuel,10951,"10,000 to 25,000"
1920,Georgia,130,Evans,1090,Evans,2412,"1,500 to 3,500"
1920,Georgia,130,Fannin,1110,Fannin,88,Under 500
1920,Georgia,130,Fayette,1130,Fayette,4153,"3,500 to 10,000"
1920,Georgia,130,Floyd,1150,Floyd,9240,"3,500 to 10,000"
1920,Georgia,130,Forsyth,1170,Forsyth,30,Under 500
1920,Georgia,130,Franklin,1190,Franklin,4461,"3,500 to 10,000"
1920,Georgia,130,Fulton,1210,Fulton,70200,"25,000 to 100,000"
1920,Georgia,130,Gilmer,1230,Gilmer,38,Under 500
1920,Georgia,130,Glascock,1250,Glascock,1201,"500 to 1,500"
1920,Georgia,130,Glynn,1270,Glynn,9850,"3,500 to 10,000"
1920,Georgia,130,Gordon,1290,Gordon,1314,"500 to 1,500"
1920,Georgia,130,Grady,1310,Grady,7354,"3,500 to 10,000"
1920,Georgia,130,Greene,1330,Greene,11200,"10,000 to 25,000"
1920,Georgia,130,Gwinnett,1350,Gwinnett,4233,"3,500 to 10,000"
1920,Georgia,130,Habersham,1370,Habersham,615,"500 to 1,500"
1920,Georgia,130,Hall,1390,Hall,3493,"1,500 to 3,500"
1920,Georgia,130,Hancock,1410,Hancock,13221,"10,000 to 25,000"
1920,Georgia,130,Haralson,1430,Haralson,2022,"1,500 to 3,500"
1920,Georgia,130,Harris,1450,Harris,11209,"10,000 to 25,000"
1920,Georgia,130,Hart,1470,Hart,5624,"3,500 to 10,000"
1920,Georgia,130,Heard,1490,Heard,3370,"1,500 to 3,500"
1920,Georgia,130,Henry,1510,Henry,10439,"10,000 to 25,000"
1920,Georgia,130,Houston,1530,Houston,14508,"10,000 to 25,000"
1920,Georgia,130,Irwin,1550,Irwin,5719,"3,500 to 10,000"
1920,Georgia,130,Jackson,1570,Jackson,6982,"3,500 to 10,000"
1920,Georgia,130,Jasper,1590,Jasper,11618,"10,000 to 25,000"
1920,Georgia,130,Jeff Davis,1610,Jeff Davis,1615,"1,500 to 3,500"
1920,Georgia,130,Jefferson,1630,Jefferson,13148,"10,000 to 25,000"
1920,Georgia,130,Jenkins,1650,Jenkins,8719,"3,500 to 10,000"
1920,Georgia,130,Johnson,1670,Johnson,5665,"3,500 to 10,000"
1920,Georgia,130,Jones,1690,Jones,9403,"3,500 to 10,000"
1920,Georgia,130,Laurens,1750,Laurens,18601,"10,000 to 25,000"
1920,Georgia,130,Lee,1770,Lee,8977,"3,500 to 10,000"
1920,Georgia,130,Liberty,1790,Liberty,7593,"3,500 to 10,000"
1920,Georgia,130,Lincoln,1810,Lincoln,5152,"3,500 to 10,000"
1920,Georgia,130,Lowndes,1850,Lowndes,13535,"10,000 to 25,000"
1920,Georgia,130,Lumpkin,1870,Lumpkin,217,Under 500
1920,Georgia,130,McDuffie,1890,Mcduffie,6140,"3,500 to 10,000"
1920,Georgia,130,McIntosh,1910,Mcintosh,3803,"3,500 to 10,000"
1920,Georgia,130,Macon,1930,Macon,12027,"10,000 to 25,000"
1920,Georgia,130,Madison,1950,Madison,5269,"3,500 to 10,000"
1920,Georgia,130,Marion,1970,Marion,4097,"3,500 to 10,000"
1920,Georgia,130,Meriwether,1990,Meriwether,14594,"10,000 to 25,000"
1920,Georgia,130,Miller,2010,Miller,3702,"3,500 to 10,000"
1920,Georgia,130,Milton,2015,Milton,477,Under 500
1920,Georgia,130,Mitchell,2050,Mitchell,14067,"10,000 to 25,000"
1920,Georgia,130,Monroe,2070,Monroe,12763,"10,000 to 25,000"
1920,Georgia,130,Montgomery,2090,Montgomery,4348,"3,500 to 10,000"
1920,Georgia,130,Morgan,2110,Morgan,12886,"10,000 to 25,000"
1920,Georgia,130,Murray,2130,Murray,432,Under 500
1920,Georgia,130,Muscogee,2150,Muscogee,16251,"10,000 to 25,000"
1920,Georgia,130,Newton,2170,Newton,10180,"10,000 to 25,000"
1920,Georgia,130,Oconee,2190,Oconee,4719,"3,500 to 10,000"
1920,Georgia,130,Oglethorpe,2210,Oglethorpe,11497,"10,000 to 25,000"
1920,Georgia,130,Paulding,2230,Paulding,1607,"1,500 to 3,500"
1920,Georgia,130,Pickens,2270,Pickens,324,Under 500
1920,Georgia,130,Pierce,2290,Pierce,2700,"1,500 to 3,500"
1920,Georgia,130,Pike,2310,Pike,10794,"10,000 to 25,000"
1920,Georgia,130,Polk,2330,Polk,4905,"3,500 to 10,000"
1920,Georgia,130,Pulaski,2350,Pulaski,7164,"3,500 to 10,000"
1920,Georgia,130,Putnam,2370,Putnam,10421,"10,000 to 25,000"
1920,Georgia,130,Quitman,2390,Quitman,2430,"1,500 to 3,500"
1920,Georgia,130,Rabun,2410,Rabun,289,Under 500
1920,Georgia,130,Randolph,2430,Randolph,11009,"10,000 to 25,000"
1920,Georgia,130,Richmond,2450,Richmond,28639,"25,000 to 100,000"
1920,Georgia,130,Rockdale,2470,Rockdale,3534,"3,500 to 10,000"
1920,Georgia,130,Schley,2490,Schley,3099,"1,500 to 3,500"
1920,Georgia,130,Screven,2510,Screven,13850,"10,000 to 25,000"
1920,Georgia,130,Spalding,2550,Spalding,10206,"10,000 to 25,000"
1920,Georgia,130,Stephens,2570,Stephens,2316,"1,500 to 3,500"
1920,Georgia,130,Stewart,2590,Stewart,8644,"3,500 to 10,000"
1920,Georgia,130,Sumter,2610,Sumter,19862,"10,000 to 25,000"
1920,Georgia,130,Talbot,2630,Talbot,7995,"3,500 to 10,000"
1920,Georgia,130,Taliaferro,2650,Taliaferro,6230,"3,500 to 10,000"
1920,Georgia,130,Tattnall,2670,Tattnall,3550,"3,500 to 10,000"
1920,Georgia,130,Taylor,2690,Taylor,5521,"3,500 to 10,000"
1920,Georgia,130,Telfair,2710,Telfair,5005,"3,500 to 10,000"
1920,Georgia,130,Terrell,2730,Terrell,14055,"10,000 to 25,000"
1920,Georgia,130,Thomas,2750,Thomas,17263,"10,000 to 25,000"
1920,Georgia,130,Tift,2770,Tift,4290,"3,500 to 10,000"
1920,Georgia,130,Toombs,2790,Toombs,3828,"3,500 to 10,000"
1920,Georgia,130,Towns,2810,Towns,0,Under 500
1920,Georgia,130,Treutlen,2830,Treutlen,2777,"1,500 to 3,500"
1920,Georgia,130,Troup,2850,Troup,16965,"10,000 to 25,000"
1920,Georgia,130,Turner,2870,Turner,4924,"3,500 to 10,000"
1920,Georgia,130,Twiggs,2890,Twiggs,6653,"3,500 to 10,000"
1920,Georgia,130,Union,2910,Union,46,Under 500
1920,Georgia,130,Upson,2930,Upson,7257,"3,500 to 10,000"
1920,Georgia,130,Walker,2950,Walker,2484,"1,500 to 3,500"
1920,Georgia,130,Walton,2970,Walton,9715,"3,500 to 10,000"
1920,Georgia,130,Ware,2990,Ware,12313,"10,000 to 25,000"
1920,Georgia,130,Warren,3010,Warren,7821,"3,500 to 10,000"
1920,Georgia,130,Washington,3030,Washington,16404,"10,000 to 25,000"
1920,Georgia,130,Wayne,3050,Wayne,3153,"1,500 to 3,500"
1920,Georgia,130,Webster,3070,Webster,3080,"1,500 to 3,500"
1920,Georgia,130,Wheeler,3090,Wheeler,3562,"3,500 to 10,000"
1920,Georgia,130,White,3110,White,396,Under 500
1920,Georgia,130,Whitfield,3130,Whitfield,1345,"500 to 1,500"
1920,Georgia,130,Wilcox,3150,Wilcox,7302,"3,500 to 10,000"
1920,Georgia,130,Wilkes,3170,Wilkes,16093,"10,000 to 25,000"
1920,Georgia,130,Wilkinson,3190,Wilkinson,5624,"3,500 to 10,000"
1920,Georgia,130,Worth,3210,Worth,12548,"10,000 to 25,000"
1930,Georgia,130,Appling,10,Appling,2815,"1,500 to 3,500"
1930,Georgia,130,Atkinson,30,Atkinson,1962,"1,500 to 3,500"
1930,Georgia,130,Bacon,50,Bacon,1086,"500 to 1,500"
1930,Georgia,130,Baker,70,Baker,4794,"3,500 to 10,000"
1930,Georgia,130,Baldwin,90,Baldwin,10736,"10,000 to 25,000"
1930,Georgia,130,Banks,110,Banks,963,"500 to 1,500"
1930,Georgia,130,Barrow,130,Barrow,2068,"1,500 to 3,500"
1930,Georgia,130,Bartow,150,Bartow,4659,"3,500 to 10,000"
1930,Georgia,130,Ben Hill,170,Ben Hill,4449,"3,500 to 10,000"
1930,Georgia,130,Berrien,190,Berrien,2352,"1,500 to 3,500"
1930,Georgia,130,Bibb,210,Bibb,32906,"25,000 to 100,000"
1930,Georgia,130,Bleckley,230,Bleckley,3261,"1,500 to 3,500"
1930,Georgia,130,Brantley,250,Brantley,1271,"500 to 1,500"
1930,Georgia,130,Brooks,270,Brooks,11259,"10,000 to 25,000"
1930,Georgia,130,Bryan,290,Bryan,2666,"1,500 to 3,500"
1930,Georgia,130,Bulloch,310,Bulloch,10081,"10,000 to 25,000"
1930,Georgia,130,Burke,330,Burke,22698,"10,000 to 25,000"
1930,Georgia,130,Butts,350,Butts,4488,"3,500 to 10,000"
1930,Georgia,130,Calhoun,370,Calhoun,7431,"3,500 to 10,000"
1930,Georgia,130,Camden,390,Camden,3745,"3,500 to 10,000"
1930,Georgia,130,Campbell,395,Campbell,2959,"1,500 to 3,500"
1930,Georgia,130,Candler,430,Candler,3141,"1,500 to 3,500"
1930,Georgia,130,Carroll,450,Carroll,7617,"3,500 to 10,000"
1930,Georgia,130,Catoosa,470,Catoosa,436,Under 500
1930,Georgia,130,Charlton,490,Charlton,1034,"500 to 1,500"
1930,Georgia,130,Chatham,510,Chatham,49707,"25,000 to 100,000"
1930,Georgia,130,Chattahoochee,530,Chattahoochee,2670,"1,500 to 3,500"
1930,Georgia,130,Chattooga,550,Chattooga,1981,"1,500 to 3,500"
1930,Georgia,130,Cherokee,570,Cherokee,972,"500 to 1,500"
1930,Georgia,130,Clarke,590,Clarke,9948,"3,500 to 10,000"
1930,Georgia,130,Clay,610,Clay,4533,"3,500 to 10,000"
1930,Georgia,130,Clayton,630,Clayton,3250,"1,500 to 3,500"
1930,Georgia,130,Clinch,650,Clinch,3049,"1,500 to 3,500"
1930,Georgia,130,Cobb,670,Cobb,6540,"3,500 to 10,000"
1930,Georgia,130,Coffee,690,Coffee,5246,"3,500 to 10,000"
1930,Georgia,130,Colquitt,710,Colquitt,7739,"3,500 to 10,000"
1930,Georgia,130,Columbia,730,Columbia,5536,"3,500 to 10,000"
1930,Georgia,130,Cook,750,Cook,3077,"1,500 to 3,500"
1930,Georgia,130,Coweta,770,Coweta,10828,"10,000 to 25,000"
1930,Georgia,130,Crawford,790,Crawford,3879,"3,500 to 10,000"
1930,Georgia,130,Crisp,810,Crisp,8369,"3,500 to 10,000"
1930,Georgia,130,Dade,830,Dade,206,Under 500
1930,Georgia,130,Dawson,850,Dawson,42,Under 500
1930,Georgia,130,Decatur,870,Decatur,11812,"10,000 to 25,000"
1930,Georgia,130,DeKalb,890,De Kalb,12118,"10,000 to 25,000"
1930,Georgia,130,Dodge,910,Dodge,7998,"3,500 to 10,000"
1930,Georgia,130,Dooly,930,Dooly,10064,"10,000 to 25,000"
1930,Georgia,130,Dougherty,950,Dougherty,12816,"10,000 to 25,000"
1930,Georgia,130,Douglas,970,Douglas,2271,"1,500 to 3,500"
1930,Georgia,130,Early,990,Early,9737,"3,500 to 10,000"
1930,Georgia,130,Echols,1010,Echols,845,"500 to 1,500"
1930,Georgia,130,Effingham,1030,Effingham,4154,"3,500 to 10,000"
1930,Georgia,130,Elbert,1050,Elbert,7535,"3,500 to 10,000"
1930,Georgia,130,Emanuel,1070,Emanuel,9111,"3,500 to 10,000"
1930,Georgia,130,Evans,1090,Evans,2606,"1,500 to 3,500"
1930,Georgia,130,Fannin,1110,Fannin,72,Under 500
1930,Georgia,130,Fayette,1130,Fayette,2838,"1,500 to 3,500"
1930,Georgia,130,Floyd,1150,Floyd,8615,"3,500 to 10,000"
1930,Georgia,130,Forsyth,1170,Forsyth,17,Under 500
1930,Georgia,130,Franklin,1190,Franklin,2672,"1,500 to 3,500"
1930,Georgia,130,Fulton,1210,Fulton,101505,"100,000 to 400,000"
1930,Georgia,130,Gilmer,1230,Gilmer,12,Under 500
1930,Georgia,130,Glascock,1250,Glascock,1324,"500 to 1,500"
1930,Georgia,130,Glynn,1270,Glynn,8296,"3,500 to 10,000"
1930,Georgia,130,Gordon,1290,Gordon,1111,"500 to 1,500"
1930,Georgia,130,Grady,1310,Grady,6627,"3,500 to 10,000"
1930,Georgia,130,Greene,1330,Greene,6628,"3,500 to 10,000"
1930,Georgia,130,Gwinnett,1350,Gwinnett,3343,"1,500 to 3,500"
1930,Georgia,130,Habersham,1370,Habersham,685,"500 to 1,500"
1930,Georgia,130,Hall,1390,Hall,3390,"1,500 to 3,500"
1930,Georgia,130,Hancock,1410,Hancock,9345,"3,500 to 10,000"
1930,Georgia,130,Haralson,1430,Haralson,1313,"500 to 1,500"
1930,Georgia,130,Harris,1450,Harris,7693,"3,500 to 10,000"
1930,Georgia,130,Hart,1470,Hart,3893,"3,500 to 10,000"
1930,Georgia,130,Heard,1490,Heard,2369,"1,500 to 3,500"
1930,Georgia,130,Henry,1510,Henry,7914,"3,500 to 10,000"
1930,Georgia,130,Houston,1530,Houston,7628,"3,500 to 10,000"
1930,Georgia,130,Irwin,1550,Irwin,4544,"3,500 to 10,000"
1930,Georgia,130,Jackson,1570,Jackson,4064,"3,500 to 10,000"
1930,Georgia,130,Jasper,1590,Jasper,5237,"3,500 to 10,000"
1930,Georgia,130,Jeff Davis,1610,Jeff Davis,1665,"1,500 to 3,500"
1930,Georgia,130,Jefferson,1630,Jefferson,12042,"10,000 to 25,000"
1930,Georgia,130,Jenkins,1650,Jenkins,7464,"3,500 to 10,000"
1930,Georgia,130,Johnson,1670,Johnson,4961,"3,500 to 10,000"
1930,Georgia,130,Jones,1690,Jones,5774,"3,500 to 10,000"
1930,Georgia,130,Lamar,1710,Lamar,4473,"3,500 to 10,000"
1930,Georgia,130,Lanier,1730,Lanier,1940,"1,500 to 3,500"
1930,Georgia,130,Laurens,1750,Laurens,13536,"10,000 to 25,000"
1930,Georgia,130,Lee,1770,Lee,6489,"3,500 to 10,000"
1930,Georgia,130,Liberty,1790,Liberty,5532,"3,500 to 10,000"
1930,Georgia,130,Lincoln,1810,Lincoln,4093,"3,500 to 10,000"
1930,Georgia,130,Long,1830,Long,1788,"1,500 to 3,500"
1930,Georgia,130,Lowndes,1850,Lowndes,13783,"10,000 to 25,000"
1930,Georgia,130,Lumpkin,1870,Lumpkin,188,Under 500
1930,Georgia,130,McDuffie,1890,Mcduffie,4572,"3,500 to 10,000"
1930,Georgia,130,McIntosh,1910,Mcintosh,3876,"3,500 to 10,000"
1930,Georgia,130,Macon,1930,Macon,11192,"10,000 to 25,000"
1930,Georgia,130,Madison,1950,Madison,2834,"1,500 to 3,500"
1930,Georgia,130,Marion,1970,Marion,3915,"3,500 to 10,000"
1930,Georgia,130,Meriwether,1990,Meriwether,11766,"10,000 to 25,000"
1930,Georgia,130,Miller,2010,Miller,3083,"1,500 to 3,500"
1930,Georgia,130,Milton,2015,Milton,433,Under 500
1930,Georgia,130,Mitchell,2050,Mitchell,11862,"10,000 to 25,000"
1930,Georgia,130,Monroe,2070,Monroe,6750,"3,500 to 10,000"
1930,Georgia,130,Montgomery,2090,Montgomery,4467,"3,500 to 10,000"
1930,Georgia,130,Morgan,2110,Morgan,7198,"3,500 to 10,000"
1930,Georgia,130,Murray,2130,Murray,333,Under 500
1930,Georgia,130,Muscogee,2150,Muscogee,20667,"10,000 to 25,000"
1930,Georgia,130,Newton,2170,Newton,6777,"3,500 to 10,000"
1930,Georgia,130,Oconee,2190,Oconee,2401,"1,500 to 3,500"
1930,Georgia,130,Oglethorpe,2210,Oglethorpe,6424,"3,500 to 10,000"
1930,Georgia,130,Paulding,2230,Paulding,1124,"500 to 1,500"
1930,Georgia,130,Peach,2250,Peach,6565,"3,500 to 10,000"
1930,Georgia,130,Pickens,2270,Pickens,795,"500 to 1,500"
1930,Georgia,130,Pierce,2290,Pierce,3245,"1,500 to 3,500"
1930,Georgia,130,Pike,2310,Pike,5401,"3,500 to 10,000"
1930,Georgia,130,Polk,2330,Polk,4751,"3,500 to 10,000"
1930,Georgia,130,Pulaski,2350,Pulaski,5056,"3,500 to 10,000"
1930,Georgia,130,Putnam,2370,Putnam,5212,"3,500 to 10,000"
1930,Georgia,130,Quitman,2390,Quitman,2641,"1,500 to 3,500"
1930,Georgia,130,Rabun,2410,Rabun,164,Under 500
1930,Georgia,130,Randolph,2430,Randolph,11547,"10,000 to 25,000"
1930,Georgia,130,Richmond,2450,Richmond,30220,"25,000 to 100,000"
1930,Georgia,130,Rockdale,2470,Rockdale,2441,"1,500 to 3,500"
1930,Georgia,130,Schley,2490,Schley,3320,"1,500 to 3,500"
1930,Georgia,130,Screven,2510,Screven,11621,"10,000 to 25,000"
1930,Georgia,130,Seminole,2530,Seminole,2898,"1,500 to 3,500"
1930,Georgia,130,Spalding,2550,Spalding,8154,"3,500 to 10,000"
1930,Georgia,130,Stephens,2570,Stephens,2087,"1,500 to 3,500"
1930,Georgia,130,Stewart,2590,Stewart,7930,"3,500 to 10,000"
1930,Georgia,130,Sumter,2610,Sumter,17390,"10,000 to 25,000"
1930,Georgia,130,Talbot,2630,Talbot,5828,"3,500 to 10,000"
1930,Georgia,130,Taliaferro,2650,Taliaferro,4222,"3,500 to 10,000"
1930,Georgia,130,Tattnall,2670,Tattnall,3328,"1,500 to 3,500"
1930,Georgia,130,Taylor,2690,Taylor,5242,"3,500 to 10,000"
1930,Georgia,130,Telfair,2710,Telfair,4858,"3,500 to 10,000"
1930,Georgia,130,Terrell,2730,Terrell,12982,"10,000 to 25,000"
1930,Georgia,130,Thomas,2750,Thomas,15856,"10,000 to 25,000"
1930,Georgia,130,Tift,2770,Tift,4874,"3,500 to 10,000"
1930,Georgia,130,Toombs,2790,Toombs,4890,"3,500 to 10,000"
1930,Georgia,130,Towns,2810,Towns,0,Under 500
1930,Georgia,130,Treutlen,2830,Treutlen,2473,"1,500 to 3,500"
1930,Georgia,130,Troup,2850,Troup,15092,"10,000 to 25,000"
1930,Georgia,130,Turner,2870,Turner,3866,"3,500 to 10,000"
1930,Georgia,130,Twiggs,2890,Twiggs,5335,"3,500 to 10,000"
1930,Georgia,130,Union,2910,Union,47,Under 500
1930,Georgia,130,Upson,2930,Upson,6944,"3,500 to 10,000"
1930,Georgia,130,Walker,2950,Walker,2355,"1,500 to 3,500"
1930,Georgia,130,Walton,2970,Walton,6767,"3,500 to 10,000"
1930,Georgia,130,Ware,2990,Ware,8216,"3,500 to 10,000"
1930,Georgia,130,Warren,3010,Warren,7351,"3,500 to 10,000"
1930,Georgia,130,Washington,3030,Washington,14132,"10,000 to 25,000"
1930,Georgia,130,Wayne,3050,Wayne,2995,"1,500 to 3,500"
1930,Georgia,130,Webster,3070,Webster,3038,"1,500 to 3,500"
1930,Georgia,130,Wheeler,3090,Wheeler,2938,"1,500 to 3,500"
1930,Georgia,130,White,3110,White,384,Under 500
1930,Georgia,130,Whitfield,3130,Whitfield,1371,"500 to 1,500"
1930,Georgia,130,Wilcox,3150,Wilcox,5473,"3,500 to 10,000"
1930,Georgia,130,Wilkes,3170,Wilkes,10088,"10,000 to 25,000"
1930,Georgia,130,Wilkinson,3190,Wilkinson,5114,"3,500 to 10,000"
1930,Georgia,130,Worth,3210,Worth,9575,"3,500 to 10,000"
1940,Georgia,130,Appling,10,APPLING,2641,"1,500 to 3,500"
