Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop
1970,Georgia,13,Chattahoochee,53,Chattahoochee,4351
1970,Georgia,13,Chattooga,55,Chattooga,2052
1970,Georgia,13,Cherokee,57,Cherokee,1344
1970,Georgia,13,Clarke,59,Clarke,12727
1970,Georgia,13,Clay,61,Clay,2248
1970,Georgia,13,Clayton,63,Clayton,4476
1970,Georgia,13,Clinch,65,Clinch,2005
1970,Georgia,13,Cobb,67,Cobb,8180
1970,Georgia,13,Coffee,69,Coffee,5880
1970,Georgia,13,Colquitt,71,Colquitt,7526
1970,Georgia,13,Columbia,73,Columbia,4864
1970,Georgia,13,Cook,75,Cook,3790
1970,Georgia,13,Coweta,77,Coweta,10295
1970,Georgia,13,Crawford,79,Crawford,3013
1970,Georgia,13,Crisp,81,Crisp,7312
1970,Georgia,13,Dade,83,Dade,304
1970,Georgia,13,Dawson,85,Dawson,0
1970,Georgia,13,Decatur,87,Decatur,9334
1970,Georgia,13,DeKalb,89,De Kalb,56863
1970,Georgia,13,Dodge,91,Dodge,3957
1970,Georgia,13,Dooly,93,Dooly,5215
1970,Georgia,13,Dougherty,95,Dougherty,30642
1970,Georgia,13,Douglas,97,Douglas,3163
1970,Georgia,13,Early,99,Early,6048
1970,Georgia,13,Echols,101,Echols,543
1970,Georgia,13,Effingham,103,Effingham,3416
1970,Georgia,13,Elbert,105,Elbert,5627
1970,Georgia,13,Emanuel,107,Emanuel,5478
1970,Georgia,13,Evans,109,Evans,2434
1970,Georgia,13,Fannin,111,Fannin,138
1970,Georgia,13,Fayette,113,Fayette,1959
1970,Georgia,13,Floyd,115,Floyd,9697
1970,Georgia,13,Forsyth,117,Forsyth,159
1970,Georgia,13,Franklin,119,Franklin,1552
1970,Georgia,13,Fulton,121,Fulton,237404
1970,Georgia,13,Gilmer,123,Gilmer,28
1970,Georgia,13,Glascock,125,Glascock,556
1970,Georgia,13,Glynn,127,Glynn,12534
1970,Georgia,13,Gordon,129,Gordon,1402
1970,Georgia,13,Grady,131,Grady,6292
1970,Georgia,13,Greene,133,Greene,5264
1970,Georgia,13,Gwinnett,135,Gwinnett,3696
1970,Georgia,13,Habersham,137,Habersham,1213
1970,Georgia,13,Hall,139,Hall,6015
1970,Georgia,13,Hancock,141,Hancock,6607
1970,Georgia,13,Haralson,143,Haralson,1220
1970,Georgia,13,Harris,145,Harris,5188
1970,Georgia,13,Hart,147,Hart,3707
1970,Georgia,13,Heard,149,Heard,1265
1970,Georgia,13,Henry,151,Henry,7514
1970,Georgia,13,Houston,153,Houston,10603
1970,Georgia,13,Irwin,155,Irwin,2729
1970,Georgia,13,Jackson,157,Jackson,2707
1970,Georgia,13,Jasper,159,Jasper,2753
1970,Georgia,13,Jeff Davis,161,Jeff Davis,1761
1970,Georgia,13,Jefferson,163,Jefferson,9305
1970,Georgia,13,Jenkins,165,Jenkins,3671
1970,Georgia,13,Johnson,167,Johnson,2383
1970,Georgia,13,Jones,169,Jones,4708
1970,Georgia,13,Lamar,171,Lamar,4164
1970,Georgia,13,Lanier,173,Lanier,1505
1970,Georgia,13,Laurens,175,Laurens,11212
1970,Georgia,13,Lee,177,Lee,3068
1970,Georgia,13,Liberty,179,Liberty,6078
1970,Georgia,13,Lincoln,181,Lincoln,2715
1970,Georgia,13,Long,183,Long,1200
1970,Georgia,13,Lowndes,185,Lowndes,16085
1970,Georgia,13,Lumpkin,187,Lumpkin,199
1970,Georgia,13,McDuffie,189,Mc Duffie,6334
1970,Georgia,13,McIntosh,191,Mc Intosh,3875
1970,Georgia,13,Macon,193,Macon,7850
1970,Georgia,13,Madison,195,Madison,1906
1970,Georgia,13,Marion,197,Marion,2646
1970,Georgia,13,Meriwether,199,Meriwether,9250
1970,Georgia,13,Miller,201,Miller,1872
1970,Georgia,13,Mitchell,205,Mitchell,9198
1970,Georgia,13,Monroe,207,Monroe,5091
1970,Georgia,13,Montgomery,209,Montgomery,2030
1970,Georgia,13,Morgan,211,Morgan,4465
1970,Georgia,13,Murray,213,Murray,155
1970,Georgia,13,Muscogee,215,Muscogee,42981
1970,Georgia,13,Newton,217,Newton,8193
1970,Georgia,13,Oconee,219,Oconee,1267
1970,Georgia,13,Oglethorpe,221,Oglethorpe,2816
1970,Georgia,13,Paulding,223,Paulding,1372
1970,Georgia,13,Peach,225,Peach,9058
1970,Georgia,13,Pickens,227,Pickens,386
1970,Georgia,13,Pierce,229,Pierce,1785
1970,Georgia,13,Pike,231,Pike,2956
1970,Georgia,13,Polk,233,Polk,4636
1970,Georgia,13,Pulaski,235,Pulaski,2943
1970,Georgia,13,Putnam,237,Putnam,4074
1970,Georgia,13,Quitman,239,Quitman,1311
1970,Georgia,13,Rabun,241,Rabun,121
1970,Georgia,13,Randolph,243,Randolph,4853
1970,Georgia,13,Richmond,245,Richmond,48545
1970,Georgia,13,Rockdale,247,Rockdale,3255
1970,Georgia,13,Schley,249,Schley,1384
1970,Georgia,13,Screven,251,Screven,5800
1970,Georgia,13,Seminole,253,Seminole,2504
1970,Georgia,13,Spalding,255,Spalding,10544
1970,Georgia,13,Stephens,257,Stephens,2415
1970,Georgia,13,Stewart,259,Stewart,4220
1970,Georgia,13,Sumter,261,Sumter,11854
1970,Georgia,13,Talbot,263,Talbot,4481
1970,Georgia,13,Taliaferro,265,Taliaferro,1541
1970,Georgia,13,Tattnall,267,Tattnall,5149
1970,Georgia,13,Taylor,269,Taylor,3522
1970,Georgia,13,Telfair,271,Telfair,3952
1970,Georgia,13,Terrell,273,Terrell,6840
1970,Georgia,13,Thomas,275,Thomas,13651
1970,Georgia,13,Tift,277,Tift,7798
1970,Georgia,13,Toombs,279,Toombs,5148
1970,Georgia,13,Towns,281,Towns,0
1970,Georgia,13,Treutlen,283,Treutlen,1885
1970,Georgia,13,Troup,285,Troup,14121
1970,Georgia,13,Turner,287,Turner,3133
1970,Georgia,13,Twiggs,289,Twiggs,4613
1970,Georgia,13,Union,291,Union,0
1970,Georgia,13,Upson,293,Upson,6642
1970,Georgia,13,Walker,295,Walker,2511
1970,Georgia,13,Walton,297,Walton,6512
1970,Georgia,13,Ware,299,Ware,7574
1970,Georgia,13,Warren,301,Warren,3891
1970,Georgia,13,Washington,303,Washington,9368
1970,Georgia,13,Wayne,305,Wayne,3730
1970,Georgia,13,Webster,307,Webster,1379
1970,Georgia,13,Wheeler,309,Wheeler,1410
1970,Georgia,13,White,311,White,453
1970,Georgia,13,Whitfield,313,Whitfield,2210
1970,Georgia,13,Wilcox,315,Wilcox,2161
1970,Georgia,13,Wilkes,317,Wilkes,4846
1970,Georgia,13,Wilkinson,319,Wilkinson,4362
1970,Georgia,13,Worth,321,Worth,5592
1980,Georgia,13,Appling,1,Appling County,3137
1980,Georgia,13,Atkinson,3,Atkinson County,1691
1980,Georgia,13,Bacon,5,Bacon County,1394
1980,Georgia,13,Baker,7,Baker County,1898
1980,Georgia,13,Baldwin,9,Baldwin County,12980
1980,Georgia,13,Banks,11,Banks County,433
1980,Georgia,13,Barrow,13,Barrow County,3132
1980,Georgia,13,Bartow,15,Bartow County,4720
1980,Georgia,13,Ben Hill,17,Ben Hill County,4833
1980,Georgia,13,Berrien,19,Berrien County,1691
1980,Georgia,13,Bibb,21,Bibb County,58231
1980,Georgia,13,Bleckley,23,Bleckley County,2366
1980,Georgia,13,Brantley,25,Brantley County,569
1980,Georgia,13,Brooks,27,Brooks County,6797
1980,Georgia,13,Bryan,29,Bryan County,2190
1980,Georgia,13,Bulloch,31,Bulloch County,9556
1980,Georgia,13,Burke,33,Burke County,10385
1980,Georgia,13,Butts,35,Butts County,5353
1980,Georgia,13,Calhoun,37,Calhoun County,3285
1980,Georgia,13,Camden,39,Camden County,4290
1980,Georgia,13,Candler,43,Candler County,2410
1980,Georgia,13,Carroll,45,Carroll County,9679
1980,Georgia,13,Catoosa,47,Catoosa County,289
1980,Georgia,13,Charlton,49,Charlton County,2161
1980,Georgia,13,Chatham,51,Chatham County,77310
1980,Georgia,13,Chattahoochee,53,Chattahoochee County,7048
1980,Georgia,13,Chattooga,55,Chattooga County,1887
1980,Georgia,13,Cherokee,57,Cherokee County,1116
1980,Georgia,13,Clarke,59,Clarke County,17568
1980,Georgia,13,Clay,61,Clay County,2208
1980,Georgia,13,Clayton,63,Clayton County,10494
1980,Georgia,13,Clinch,65,Clinch County,1958
1980,Georgia,13,Cobb,67,Cobb County,13055
1980,Georgia,13,Coffee,69,Coffee County,6823
1980,Georgia,13,Colquitt,71,Colquitt County,8279
1980,Georgia,13,Columbia,73,Columbia County,5892
1980,Georgia,13,Cook,75,Cook County,4090
1980,Georgia,13,Coweta,77,Coweta County,10703
1980,Georgia,13,Crawford,79,Crawford County,3047
1980,Georgia,13,Crisp,81,Crisp County,7645
1980,Georgia,13,Dade,83,Dade County,109
1980,Georgia,13,Dawson,85,Dawson County,0
1980,Georgia,13,Decatur,87,Decatur County,9921
1980,Georgia,13,DeKalb,89,De Kalb County,130980
1980,Georgia,13,Dodge,91,Dodge County,4492
1980,Georgia,13,Dooly,93,Dooly County,5278
1980,Georgia,13,Dougherty,95,Dougherty County,43170
1980,Georgia,13,Douglas,97,Douglas County,2818
1980,Georgia,13,Early,99,Early County,5681
1980,Georgia,13,Echols,101,Echols County,381
1980,Georgia,13,Effingham,103,Effingham County,3418
1980,Georgia,13,Elbert,105,Elbert County,5767
1980,Georgia,13,Emanuel,107,Emanuel County,6591
1980,Georgia,13,Evans,109,Evans County,2927
1980,Georgia,13,Fannin,111,Fannin County,7
1980,Georgia,13,Fayette,113,Fayette County,1276
1980,Georgia,13,Floyd,115,Floyd County,10253
1980,Georgia,13,Forsyth,117,Forsyth County,1
1980,Georgia,13,Franklin,119,Franklin County,1533
1980,Georgia,13,Fulton,121,Fulton County,303509
1980,Georgia,13,Gilmer,123,Gilmer County,22
1980,Georgia,13,Glascock,125,Glascock County,389
1980,Georgia,13,Glynn,127,Glynn County,14500
1980,Georgia,13,Gordon,129,Gordon County,1322
1980,Georgia,13,Grady,131,Grady County,6284
1980,Georgia,13,Greene,133,Greene County,5992
1980,Georgia,13,Gwinnett,135,Gwinnett County,4094
1980,Georgia,13,Habersham,137,Habersham County,1321
1980,Georgia,13,Hall,139,Hall County,6822
1980,Georgia,13,Hancock,141,Hancock County,7406
1980,Georgia,13,Haralson,143,Haralson County,1338
1980,Georgia,13,Harris,145,Harris County,5303
1980,Georgia,13,Hart,147,Hart County,4126
1980,Georgia,13,Heard,149,Heard County,1118
1980,Georgia,13,Henry,151,Henry County,6363
1980,Georgia,13,Houston,153,Houston County,15887
1980,Georgia,13,Irwin,155,Irwin County,2783
1980,Georgia,13,Jackson,157,Jackson County,2750
1980,Georgia,13,Jasper,159,Jasper County,3045
1980,Georgia,13,Jeff Davis,161,Jeff Davis County,1824
1980,Georgia,13,Jefferson,163,Jefferson County,10058
1980,Georgia,13,Jenkins,165,Jenkins County,3640
1980,Georgia,13,Johnson,167,Johnson County,2768
1980,Georgia,13,Jones,169,Jones County,5013
1980,Georgia,13,Lamar,171,Lamar County,4219
1980,Georgia,13,Lanier,173,Lanier County,1391
1980,Georgia,13,Laurens,175,Laurens County,12190
1980,Georgia,13,Lee,177,Lee County,2779
1980,Georgia,13,Liberty,179,Liberty County,13749
1980,Georgia,13,Lincoln,181,Lincoln County,2893
1980,Georgia,13,Long,183,Long County,1162
1980,Georgia,13,Lowndes,185,Lowndes County,20604
1980,Georgia,13,Lumpkin,187,Lumpkin County,232
1980,Georgia,13,McDuffie,189,McDuffie County,6705
1980,Georgia,13,McIntosh,191,McIntosh County,3633
1980,Georgia,13,Macon,193,Macon County,7856
1980,Georgia,13,Madison,195,Madison County,1942
1980,Georgia,13,Marion,197,Marion County,2450
1980,Georgia,13,Meriwether,199,Meriwether County,9560
1980,Georgia,13,Miller,201,Miller County,2006
1980,Georgia,13,Mitchell,205,Mitchell County,10136
1980,Georgia,13,Monroe,207,Monroe County,5526
1980,Georgia,13,Montgomery,209,Montgomery County,2169
1980,Georgia,13,Morgan,211,Morgan County,4751
1980,Georgia,13,Murray,213,Murray County,33
1980,Georgia,13,Muscogee,215,Muscogee County,57884
1980,Georgia,13,Newton,217,Newton County,8801
1980,Georgia,13,Oconee,219,Oconee County,1268
1980,Georgia,13,Oglethorpe,221,Oglethorpe County,2830
1980,Georgia,13,Paulding,223,Paulding County,1199
1980,Georgia,13,Peach,225,Peach County,9682
1980,Georgia,13,Pickens,227,Pickens County,276
1980,Georgia,13,Pierce,229,Pierce County,1662
1980,Georgia,13,Pike,231,Pike County,2340
1980,Georgia,13,Polk,233,Polk County,4823
1980,Georgia,13,Pulaski,235,Pulaski County,3074
1980,Georgia,13,Putnam,237,Putnam County,4272
1980,Georgia,13,Quitman,239,Quitman County,1336
1980,Georgia,13,Rabun,241,Rabun County,66
1980,Georgia,13,Randolph,243,Randolph County,5374
1980,Georgia,13,Richmond,245,Richmond County,67980
1980,Georgia,13,Rockdale,247,Rockdale County,3186
1980,Georgia,13,Schley,249,Schley County,1250
1980,Georgia,13,Screven,251,Screven County,6379
1980,Georgia,13,Seminole,253,Seminole County,2953
1980,Georgia,13,Spalding,255,Spalding County,13002
1980,Georgia,13,Stephens,257,Stephens County,2637
1980,Georgia,13,Stewart,259,Stewart County,3787
1980,Georgia,13,Sumter,261,Sumter County,12981
1980,Georgia,13,Talbot,263,Talbot County,4220
1980,Georgia,13,Taliaferro,265,Taliaferro County,1318
1980,Georgia,13,Tattnall,267,Tattnall County,5253
1980,Georgia,13,Taylor,269,Taylor County,3186
1980,Georgia,13,Telfair,271,Telfair County,3570
1980,Georgia,13,Terrell,273,Terrell County,7301
1980,Georgia,13,Thomas,275,Thomas County,14626
1980,Georgia,13,Tift,277,Tift County,8530
1980,Georgia,13,Toombs,279,Toombs County,5734
1980,Georgia,13,Towns,281,Towns County,1
1980,Georgia,13,Treutlen,283,Treutlen County,2030
1980,Georgia,13,Troup,285,Troup County,15633
1980,Georgia,13,Turner,287,Turner County,3499
1980,Georgia,13,Twiggs,289,Twiggs County,4756
1980,Georgia,13,Union,291,Union County,3
1980,Georgia,13,Upson,293,Upson County,7145
1980,Georgia,13,Walker,295,Walker County,2328
1980,Georgia,13,Walton,297,Walton County,6576
1980,Georgia,13,Ware,299,Ware County,8375
1980,Georgia,13,Warren,301,Warren County,3922
1980,Georgia,13,Washington,303,Washington County,9645
1980,Georgia,13,Wayne,305,Wayne County,3953
1980,Georgia,13,Webster,307,Webster County,1180
1980,Georgia,13,Wheeler,309,Wheeler County,1530
1980,Georgia,13,White,311,White County,392
1980,Georgia,13,Whitfield,313,Whitfield County,2518
1980,Georgia,13,Wilcox,315,Wilcox County,2452
1980,Georgia,13,Wilkes,317,Wilkes County,5028
1980,Georgia,13,Wilkinson,319,Wilkinson County,4654
1980,Georgia,13,Worth,321,Worth County,6198
1990,Georgia,130,Appling,1,Appling County,3268
1990,Georgia,130,Atkinson,3,Atkinson County,1658
1990,Georgia,130,Bacon,5,Bacon County,1480
1990,Georgia,130,Baker,7,Baker County,1861
1990,Georgia,130,Baldwin,9,Baldwin County,16706
1990,Georgia,130,Banks,11,Banks County,364
1990,Georgia,130,Barrow,13,Barrow County,3354
1990,Georgia,130,Bartow,15,Bartow County,5026
1990,Georgia,130,Ben Hill,17,Ben Hill County,5088
1990,Georgia,130,Berrien,19,Berrien County,1648
1990,Georgia,130,Bibb,21,Bibb County,62526
1990,Georgia,130,Bleckley,23,Bleckley County,2332
1990,Georgia,130,Brantley,25,Brantley County,596
1990,Georgia,130,Brooks,27,Brooks County,6390
1990,Georgia,130,Bryan,29,Bryan County,2293
1990,Georgia,130,Bulloch,31,Bulloch County,11226
1990,Georgia,130,Burke,33,Burke County,10756
1990,Georgia,130,Butts,35,Butts County,5438
1990,Georgia,130,Calhoun,37,Calhoun County,2953
1990,Georgia,130,Camden,39,Camden County,6079
1990,Georgia,130,Candler,43,Candler County,2405
1990,Georgia,130,Carroll,45,Carroll County,11231
1990,Georgia,130,Catoosa,47,Catoosa County,357
1990,Georgia,130,Charlton,49,Charlton County,2355
1990,Georgia,130,Chatham,51,Chatham County,82608
1990,Georgia,130,Chattahoochee,53,Chattahoochee County,5235
1990,Georgia,130,Chattooga,55,Chattooga County,1941
1990,Georgia,130,Cherokee,57,Cherokee County,1693
1990,Georgia,130,Clarke,59,Clarke County,22935
1990,Georgia,130,Clay,61,Clay County,2044
1990,Georgia,130,Clayton,63,Clayton County,43403
1990,Georgia,130,Clinch,65,Clinch County,1682
1990,Georgia,130,Cobb,67,Cobb County,44154
1990,Georgia,130,Coffee,69,Coffee County,7504
1990,Georgia,130,Colquitt,71,Colquitt County,8861
1990,Georgia,130,Columbia,73,Columbia County,7282
1990,Georgia,130,Cook,75,Cook County,4031
1990,Georgia,130,Coweta,77,Coweta County,12194
1990,Georgia,130,Crawford,79,Crawford County,2757
1990,Georgia,130,Crisp,81,Crisp County,8153
1990,Georgia,130,Dade,83,Dade County,101
1990,Georgia,130,Dawson,85,Dawson County,4
1990,Georgia,130,Decatur,87,Decatur County,10070
1990,Georgia,130,DeKalb,89,DeKalb County,230425
1990,Georgia,130,Dodge,91,Dodge County,4864
1990,Georgia,130,Dooly,93,Dooly County,4852
1990,Georgia,130,Dougherty,95,Dougherty County,48387
1990,Georgia,130,Douglas,97,Douglas County,5597
1990,Georgia,130,Early,99,Early County,5226
1990,Georgia,130,Echols,101,Echols County,264
1990,Georgia,130,Effingham,103,Effingham County,3620
1990,Georgia,130,Elbert,105,Elbert County,5718
1990,Georgia,130,Emanuel,107,Emanuel County,6681
1990,Georgia,130,Evans,109,Evans County,2963
1990,Georgia,130,Fannin,111,Fannin County,5
1990,Georgia,130,Fayette,113,Fayette County,3380
1990,Georgia,130,Floyd,115,Floyd County,11106
1990,Georgia,130,Forsyth,117,Forsyth County,14
1990,Georgia,130,Franklin,119,Franklin County,1681
1990,Georgia,130,Fulton,121,Fulton County,324008
1990,Georgia,130,Gilmer,123,Gilmer County,37
1990,Georgia,130,Glascock,125,Glascock County,298
1990,Georgia,130,Glynn,127,Glynn County,15941
1990,Georgia,130,Gordon,129,Gordon County,1321
1990,Georgia,130,Grady,131,Grady County,6395
1990,Georgia,130,Greene,133,Greene County,5887
1990,Georgia,130,Gwinnett,135,Gwinnett County,18175
1990,Georgia,130,Habersham,137,Habersham County,1554
1990,Georgia,130,Hall,139,Hall County,8195
1990,Georgia,130,Hancock,141,Hancock County,7077
1990,Georgia,130,Haralson,143,Haralson County,1427
1990,Georgia,130,Harris,145,Harris County,4571
1990,Georgia,130,Hart,147,Hart County,4002
1990,Georgia,130,Heard,149,Heard County,1163
1990,Georgia,130,Henry,151,Henry County,6068
1990,Georgia,130,Houston,153,Houston County,19376
1990,Georgia,130,Irwin,155,Irwin County,2630
1990,Georgia,130,Jackson,157,Jackson County,2904
1990,Georgia,130,Jasper,159,Jasper County,2940
1990,Georgia,130,Jeff Davis,161,Jeff Davis County,1834
1990,Georgia,130,Jefferson,163,Jefferson County,9700
1990,Georgia,130,Jenkins,165,Jenkins County,3412
1990,Georgia,130,Johnson,167,Johnson County,2839
1990,Georgia,130,Jones,169,Jones County,5317
1990,Georgia,130,Lamar,171,Lamar County,4442
1990,Georgia,130,Lanier,173,Lanier County,1470
1990,Georgia,130,Laurens,175,Laurens County,13304
1990,Georgia,130,Lee,177,Lee County,3135
1990,Georgia,130,Liberty,179,Liberty County,20655
1990,Georgia,130,Lincoln,181,Lincoln County,2826
1990,Georgia,130,Long,183,Long County,1342
1990,Georgia,130,Lowndes,185,Lowndes County,24241
1990,Georgia,130,Lumpkin,187,Lumpkin County,238
1990,Georgia,130,Macon,193,Macon County,7694
1990,Georgia,130,Madison,195,Madison County,1849
1990,Georgia,130,Marion,197,Marion County,2306
1990,Georgia,130,McDuffie,189,McDuffie County,7320
1990,Georgia,130,McIntosh,191,McIntosh County,3719
1990,Georgia,130,Meriwether,199,Meriwether County,9989
1990,Georgia,130,Miller,201,Miller County,1726
1990,Georgia,130,Mitchell,205,Mitchell County,9647
1990,Georgia,130,Monroe,207,Monroe County,5406
1990,Georgia,130,Montgomery,209,Montgomery County,2026
1990,Georgia,130,Morgan,211,Morgan County,4459
1990,Georgia,130,Murray,213,Murray County,41
1990,Georgia,130,Muscogee,215,Muscogee County,68161
1990,Georgia,130,Newton,217,Newton County,9357
1990,Georgia,130,Oconee,219,Oconee County,1315
1990,Georgia,130,Oglethorpe,221,Oglethorpe County,2419
1990,Georgia,130,Paulding,223,Paulding County,1648
1990,Georgia,130,Peach,225,Peach County,10075
1990,Georgia,130,Pickens,227,Pickens County,247
1990,Georgia,130,Pierce,229,Pierce County,1569
1990,Georgia,130,Pike,231,Pike County,2053
1990,Georgia,130,Polk,233,Polk County,4791
1990,Georgia,130,Pulaski,235,Pulaski County,2632
1990,Georgia,130,Putnam,237,Putnam County,4748
1990,Georgia,130,Quitman,239,Quitman County,1107
1990,Georgia,130,Rabun,241,Rabun County,41
1990,Georgia,130,Randolph,243,Randolph County,4645
1990,Georgia,130,Richmond,245,Richmond County,79639
1990,Georgia,130,Rockdale,247,Rockdale County,4355
1990,Georgia,130,Schley,249,Schley County,1222
1990,Georgia,130,Screven,251,Screven County,6209
1990,Georgia,130,Seminole,253,Seminole County,2943
1990,Georgia,130,Spalding,255,Spalding County,15785
1990,Georgia,130,Stephens,257,Stephens County,2787
1990,Georgia,130,Stewart,259,Stewart County,3578
1990,Georgia,130,Sumter,261,Sumter County,14045
1990,Georgia,130,Talbot,263,Talbot County,4067
1990,Georgia,130,Taliaferro,265,Taliaferro County,1167
1990,Georgia,130,Tattnall,267,Tattnall County,5177
1990,Georgia,130,Taylor,269,Taylor County,3300
1990,Georgia,130,Telfair,271,Telfair County,3773
1990,Georgia,130,Terrell,273,Terrell County,6377
1990,Georgia,130,Thomas,275,Thomas County,14759
1990,Georgia,130,Tift,277,Tift County,9371
1990,Georgia,130,Toombs,279,Toombs County,5637
1990,Georgia,130,Towns,281,Towns County,0
1990,Georgia,130,Treutlen,283,Treutlen County,1984
1990,Georgia,130,Troup,285,Troup County,16694
1990,Georgia,130,Turner,287,Turner County,3534
1990,Georgia,130,Twiggs,289,Twiggs County,4501
1990,Georgia,130,Union,291,Union County,19
1990,Georgia,130,Upson,293,Upson County,7272
1990,Georgia,130,Walker,295,Walker County,2246
1990,Georgia,130,Walton,297,Walton County,7105
1990,Georgia,130,Ware,299,Ware County,9238
1990,Georgia,130,Warren,301,Warren County,3656
1990,Georgia,130,Washington,303,Washington County,9874
1990,Georgia,130,Wayne,305,Wayne County,4358
1990,Georgia,130,Webster,307,Webster County,1132
1990,Georgia,130,Wheeler,309,Wheeler County,1474
1990,Georgia,130,White,311,White County,360
1990,Georgia,130,Whitfield,313,Whitfield County,2901
1990,Georgia,130,Wilcox,315,Wilcox County,2225
1990,Georgia,130,Wilkes,317,Wilkes County,4909
1990,Georgia,130,Wilkinson,319,Wilkinson County,4302
1990,Georgia,130,Worth,321,Worth County,6051
2000,Georgia,13,Appling,1,Appling,3412
2000,Georgia,13,Atkinson,3,Atkinson,1492
2000,Georgia,13,Bacon,5,Bacon,1586
2000,Georgia,13,Baker,7,Baker,2053
2000,Georgia,13,Baldwin,9,Baldwin,19392
2000,Georgia,13,Banks,11,Banks,464
2000,Georgia,13,Barrow,13,Barrow,4483
2000,Georgia,13,Bartow,15,Bartow,6600
2000,Georgia,13,Ben Hill,17,Ben Hill,5706
2000,Georgia,13,Berrien,19,Berrien,1856
2000,Georgia,13,Bibb,21,Bibb,72818
2000,Georgia,13,Bleckley,23,Bleckley,2869
2000,Georgia,13,Brantley,25,Brantley,582
2000,Georgia,13,Brooks,27,Brooks,6472
2000,Georgia,13,Bryan,29,Bryan,3311
2000,Georgia,13,Bulloch,31,Bulloch,16101
2000,Georgia,13,Burke,33,Burke,11343
2000,Georgia,13,Butts,35,Butts,5627
2000,Georgia,13,Calhoun,37,Calhoun,3830
2000,Georgia,13,Camden,39,Camden,8783
2000,Georgia,13,Candler,43,Candler,2593
2000,Georgia,13,Carroll,45,Carroll,14241
2000,Georgia,13,Catoosa,47,Catoosa,669
2000,Georgia,13,Charlton,49,Charlton,3008
2000,Georgia,13,Chatham,51,Chatham,93971
2000,Georgia,13,Chattahoochee,53,Chattahoochee,4453
2000,Georgia,13,Chattooga,55,Chattooga,2856
2000,Georgia,13,Cherokee,57,Cherokee,3525
2000,Georgia,13,Clarke,59,Clarke,27656
2000,Georgia,13,Clay,61,Clay,2030
2000,Georgia,13,Clayton,63,Clayton,121927
2000,Georgia,13,Clinch,65,Clinch,2029
2000,Georgia,13,Cobb,67,Cobb,114233
2000,Georgia,13,Coffee,69,Coffee,9684
2000,Georgia,13,Colquitt,71,Colquitt,9869
2000,Georgia,13,Columbia,73,Columbia,10011
2000,Georgia,13,Cook,75,Cook,4587
2000,Georgia,13,Coweta,77,Coweta,16032
2000,Georgia,13,Crawford,79,Crawford,2974
2000,Georgia,13,Crisp,81,Crisp,9547
2000,Georgia,13,Dade,83,Dade,96
2000,Georgia,13,Dawson,85,Dawson,57
2000,Georgia,13,Decatur,87,Decatur,11270
2000,Georgia,13,DeKalb,89,DeKalb,361111
2000,Georgia,13,Dodge,91,Dodge,5637
2000,Georgia,13,Dooly,93,Dooly,5709
2000,Georgia,13,Dougherty,95,Dougherty,57762
2000,Georgia,13,Douglas,97,Douglas,17065
2000,Georgia,13,Early,99,Early,5947
2000,Georgia,13,Echols,101,Echols,260
2000,Georgia,13,Effingham,103,Effingham,4876
2000,Georgia,13,Elbert,105,Elbert,6328
2000,Georgia,13,Emanuel,107,Emanuel,7267
2000,Georgia,13,Evans,109,Evans,3461
2000,Georgia,13,Fannin,111,Fannin,24
2000,Georgia,13,Fayette,113,Fayette,10465
2000,Georgia,13,Floyd,115,Floyd,12050
2000,Georgia,13,Forsyth,117,Forsyth,684
2000,Georgia,13,Franklin,119,Franklin,1792
2000,Georgia,13,Fulton,121,Fulton,363656
2000,Georgia,13,Gilmer,123,Gilmer,63
2000,Georgia,13,Glascock,125,Glascock,212
2000,Georgia,13,Glynn,127,Glynn,17874
2000,Georgia,13,Gordon,129,Gordon,1527
2000,Georgia,13,Grady,131,Grady,7133
2000,Georgia,13,Greene,133,Greene,6403
2000,Georgia,13,Gwinnett,135,Gwinnett,78224
2000,Georgia,13,Habersham,137,Habersham,1610
2000,Georgia,13,Hall,139,Hall,10126
2000,Georgia,13,Hancock,141,Hancock,7835
2000,Georgia,13,Haralson,143,Haralson,1388
2000,Georgia,13,Harris,145,Harris,4614
2000,Georgia,13,Hart,147,Hart,4452
2000,Georgia,13,Heard,149,Heard,1192
2000,Georgia,13,Henry,151,Henry,17523
2000,Georgia,13,Houston,153,Houston,27422
2000,Georgia,13,Irwin,155,Irwin,2570
2000,Georgia,13,Jackson,157,Jackson,3234
2000,Georgia,13,Jasper,159,Jasper,3115
2000,Georgia,13,Jeff Davis,161,Jeff Davis,1920
2000,Georgia,13,Jefferson,163,Jefferson,9717
2000,Georgia,13,Jenkins,165,Jenkins,3472
2000,Georgia,13,Johnson,167,Johnson,3164
2000,Georgia,13,Jones,169,Jones,5506
2000,Georgia,13,Lamar,171,Lamar,4836
2000,Georgia,13,Lanier,173,Lanier,1856
2000,Georgia,13,Laurens,175,Laurens,15494
2000,Georgia,13,Lee,177,Lee,3838
2000,Georgia,13,Liberty,179,Liberty,26396
2000,Georgia,13,Lincoln,181,Lincoln,2869
2000,Georgia,13,Long,183,Long,2499
2000,Georgia,13,Lowndes,185,Lowndes,31309
2000,Georgia,13,Lumpkin,187,Lumpkin,307
2000,Georgia,13,Macon,193,Macon,8371
2000,Georgia,13,Madison,195,Madison,2176
2000,Georgia,13,Marion,197,Marion,2434
