Year,State,STATEA,County,COUNTYA,AREANAME,BlackPop
1790,Georgia,130,Burke,330,Burke,2403
1790,Georgia,130,Camden,390,Camden,84
1790,Georgia,130,Chatham,510,Chatham,8313
1790,Georgia,130,Effingham,1030,Effingham,750
1790,Georgia,130,Franklin,1190,Franklin,156
1790,Georgia,130,Glynn,1270,Glynn,220
1790,Georgia,130,Greene,1330,Greene,1385
1790,Georgia,130,Liberty,1790,Liberty,4052
1790,Georgia,130,Richmond,2450,Richmond,4155
1790,Georgia,130,Washington,3030,Washington,696
1790,Georgia,130,Wilkes,3170,Wilkes,7448
1800,Georgia,130,Bryan,290,Bryan,2308
1800,Georgia,130,Bulloch,310,Bulloch,284
1800,Georgia,130,Burke,330,Burke,2981
1800,Georgia,130,Camden,390,Camden,745
1800,Georgia,130,Chatham,510,Chatham,9273
1800,Georgia,130,Columbia,730,Columbia,3024
1800,Georgia,130,Effingham,1030,Effingham,762
1800,Georgia,130,Elbert,1050,Elbert,2839
1800,Georgia,130,Franklin,1190,Franklin,967
1800,Georgia,130,Glynn,1270,Glynn,1095
1800,Georgia,130,Greene,1330,Greene,3664
1800,Georgia,130,Hancock,1410,Hancock,4851
1800,Georgia,130,Jackson,1570,Jackson,1408
1800,Georgia,130,Jefferson,1630,Jefferson,1676
1800,Georgia,130,Liberty,1790,Liberty,3967
1800,Georgia,130,Lincoln,1810,Lincoln,1440
1800,Georgia,130,McIntosh,1910,Mcintosh,1829
1800,Georgia,130,Montgomery,2090,Montgomery,438
1800,Georgia,130,Oglethorpe,2210,Oglethorpe,3094
1800,Georgia,130,Richmond,2450,Richmond,2745
1800,Georgia,130,Screven,2510,Screven,766
1800,Georgia,130,Warren,3010,Warren,2077
1800,Georgia,130,Washington,3030,Washington,3119
1800,Georgia,130,Wilkes,3170,Wilkes,5071
1810,Georgia,130,Baldwin,90,Baldwin,2566
1810,Georgia,130,Bryan,290,Bryan,2270
1810,Georgia,130,Bulloch,310,Bulloch,444
1810,Georgia,130,Burke,330,Burke,4767
1810,Georgia,130,Camden,390,Camden,2734
1810,Georgia,130,Chatham,510,Chatham,10326
1810,Georgia,130,Clarke,590,Clarke,2628
1810,Georgia,130,Columbia,730,Columbia,6013
1810,Georgia,130,Effingham,1030,Effingham,1011
1810,Georgia,130,Elbert,1050,Elbert,4624
1810,Georgia,130,Franklin,1190,Franklin,1672
1810,Georgia,130,Glynn,1270,Glynn,2853
1810,Georgia,130,Greene,1330,Greene,5281
1810,Georgia,130,Hancock,1410,Hancock,6481
1810,Georgia,130,Jackson,1570,Jackson,1827
1810,Georgia,130,Jefferson,1630,Jefferson,2365
1810,Georgia,130,Jones,1690,Jones,3026
1810,Georgia,130,Laurens,1750,Laurens,496
1810,Georgia,130,Liberty,1790,Liberty,4876
1810,Georgia,130,Lincoln,1810,Lincoln,2224
1810,Georgia,130,McIntosh,1910,Mcintosh,2978
1810,Georgia,130,Montgomery,2090,Montgomery,764
1810,Georgia,130,Morgan,2110,Morgan,2420
1810,Georgia,130,Oglethorpe,2210,Oglethorpe,5440
1810,Georgia,130,Pulaski,2350,Pulaski,540
1810,Georgia,130,Putnam,2370,Putnam,3258
1810,Georgia,130,Randolph (old),2435,Randolph (old),1830
1810,Georgia,130,Richmond,2450,Richmond,3508
1810,Georgia,130,Screven,2510,Screven,1820
1810,Georgia,130,Tattnall,2670,Tattnall,606
1810,Georgia,130,Telfair,2710,Telfair,219
1810,Georgia,130,Twiggs,2890,Twiggs,649
1810,Georgia,130,Walton,2970,Walton,62
1810,Georgia,130,Warren,3010,Warren,3066
1810,Georgia,130,Washington,3030,Washington,3517
1810,Georgia,130,Wayne,3050,Wayne,255
1810,Georgia,130,Wilkes,3170,Wilkes,7285
1810,Georgia,130,Wilkinson,3190,Wilkinson,318
1820,Georgia,130,Appling,10,Appling,86
1820,Georgia,130,Baldwin,90,Baldwin,4247
1820,Georgia,130,Bryan,290,Bryan,2262
1820,Georgia,130,Bulloch,310,Bulloch,701
1820,Georgia,130,Burke,330,Burke,5904
1820,Georgia,130,Camden,390,Camden,2533
1820,Georgia,130,Chatham,510,Chatham,10168
1820,Georgia,130,Clarke,590,Clarke,3482
1820,Georgia,130,Columbia,730,Columbia,7482
1820,Georgia,130,Early,990,Early,217
1820,Georgia,130,Effingham,1030,Effingham,1364
1820,Georgia,130,Elbert,1050,Elbert,5159
1820,Georgia,130,Emanuel,1070,Emanuel,402
1820,Georgia,130,Franklin,1190,Franklin,1800
1820,Georgia,130,Glynn,1270,Glynn,2775
1820,Georgia,130,Greene,1330,Greene,6990
1820,Georgia,130,Gwinnett,1350,Gwinnett,539
1820,Georgia,130,Habersham,1370,Habersham,277
1820,Georgia,130,Hall,1390,Hall,405
1820,Georgia,130,Hancock,1410,Hancock,6887
1820,Georgia,130,Irwin,1550,Irwin,39
1820,Georgia,130,Jackson,1570,Jackson,2009
1820,Georgia,130,Jasper,1590,Jasper,5528
1820,Georgia,130,Jefferson,1630,Jefferson,3122
1820,Georgia,130,Jones,1690,Jones,6950
1820,Georgia,130,Laurens,1750,Laurens,1986
1820,Georgia,130,Liberty,1790,Liberty,5054
1820,Georgia,130,Lincoln,1810,Lincoln,3080
1820,Georgia,130,McIntosh,1910,Mcintosh,3786
1820,Georgia,130,Madison,1950,Madison,906
1820,Georgia,130,Montgomery,2090,Montgomery,704
1820,Georgia,130,Morgan,2110,Morgan,6057
1820,Georgia,130,Oglethorpe,2210,Oglethorpe,7343
1820,Georgia,130,Pulaski,2350,Pulaski,2046
1820,Georgia,130,Putnam,2370,Putnam,7267
1820,Georgia,130,Rabun,2410,Rabun,15
1820,Georgia,130,Richmond,2450,Richmond,4941
1820,Georgia,130,Screven,2510,Screven,1851
1820,Georgia,130,Tattnall,2670,Tattnall,581
1820,Georgia,130,Telfair,2710,Telfair,681
1820,Georgia,130,Twiggs,2890,Twiggs,3544
1820,Georgia,130,Walton,2970,Walton,636
1820,Georgia,130,Warren,3010,Warren,4100
1820,Georgia,130,Washington,3030,Washington,3930
1820,Georgia,130,Wayne,3050,Wayne,339
1820,Georgia,130,Wilkes,3170,Wilkes,9768
1820,Georgia,130,Wilkinson,3190,Wilkinson,1476
1830,Georgia,130,Appling,10,Appling,184
1830,Georgia,130,Baker,70,Baker,276
1830,Georgia,130,Baldwin,90,Baldwin,4569
1830,Georgia,130,Bibb,210,Bibb,3015
1830,Georgia,130,Bryan,290,Bryan,2416
1830,Georgia,130,Bulloch,310,Bulloch,654
1830,Georgia,130,Burke,330,Burke,6767
1830,Georgia,130,Butts,350,Butts,1690
1830,Georgia,130,Camden,390,Camden,3120
1830,Georgia,130,Campbell,395,Campbell,629
1830,Georgia,130,Carroll,450,Carroll,695
1830,Georgia,130,Chatham,510,Chatham,9901
1830,Georgia,130,Clarke,590,Clarke,4738
1830,Georgia,130,Columbia,730,Columbia,8139
1830,Georgia,130,Coweta,770,Coweta,1372
1830,Georgia,130,Crawford,790,Crawford,1722
1830,Georgia,130,Decatur,870,Decatur,1313
1830,Georgia,130,DeKalb,890,De Kalb,1666
1830,Georgia,130,Dooly,930,Dooly,348
1830,Georgia,130,Early,990,Early,546
1830,Georgia,130,Effingham,1030,Effingham,1217
1830,Georgia,130,Elbert,1050,Elbert,5853
1830,Georgia,130,Emanuel,1070,Emanuel,494
1830,Georgia,130,Fayette,1130,Fayette,1238
1830,Georgia,130,Franklin,1190,Franklin,2413
1830,Georgia,130,Glynn,1270,Glynn,3970
1830,Georgia,130,Greene,1330,Greene,7523
1830,Georgia,130,Gwinnett,1350,Gwinnett,2340
1830,Georgia,130,Habersham,1370,Habersham,914
1830,Georgia,130,Hall,1390,Hall,1185
1830,Georgia,130,Hancock,1410,Hancock,7217
1830,Georgia,130,Harris,1450,Harris,2274
1830,Georgia,130,Henry,1510,Henry,2577
1830,Georgia,130,Houston,1530,Houston,2208
1830,Georgia,130,Irwin,1550,Irwin,114
1830,Georgia,130,Jackson,1570,Jackson,2824
1830,Georgia,130,Jasper,1590,Jasper,6364
1830,Georgia,130,Jefferson,1630,Jefferson,3706
1830,Georgia,130,Jones,1690,Jones,6874
1830,Georgia,130,Laurens,1750,Laurens,2389
1830,Georgia,130,Lee,1770,Lee,311
1830,Georgia,130,Liberty,1790,Liberty,5645
1830,Georgia,130,Lincoln,1810,Lincoln,3321
1830,Georgia,130,Lowndes,1850,Lowndes,340
1830,Georgia,130,McIntosh,1910,Mcintosh,3903
1830,Georgia,130,Madison,1950,Madison,1261
1830,Georgia,130,Marion,1970,Marion,109
1830,Georgia,130,Meriwether,1990,Meriwether,1404
1830,Georgia,130,Monroe,2070,Monroe,7364
1830,Georgia,130,Montgomery,2090,Montgomery,335
1830,Georgia,130,Morgan,2110,Morgan,6835
1830,Georgia,130,Muscogee,2150,Muscogee,1248
1830,Georgia,130,Newton,2170,Newton,3027
1830,Georgia,130,Oglethorpe,2210,Oglethorpe,7959
1830,Georgia,130,Pike,2310,Pike,1793
1830,Georgia,130,Pulaski,2350,Pulaski,1783
1830,Georgia,130,Putnam,2370,Putnam,7748
1830,Georgia,130,Rabun,2410,Rabun,61
1830,Georgia,130,Randolph,2430,Randolph,683
1830,Georgia,130,Richmond,2450,Richmond,6481
1830,Georgia,130,Screven,2510,Screven,2389
1830,Georgia,130,Talbot,2630,Talbot,2101
1830,Georgia,130,Taliaferro,2650,Taliaferro,2772
1830,Georgia,130,Tattnall,2670,Tattnall,520
1830,Georgia,130,Telfair,2710,Telfair,567
1830,Georgia,130,Thomas,2750,Thomas,1172
1830,Georgia,130,Troup,2850,Troup,2192
1830,Georgia,130,Twiggs,2890,Twiggs,3536
1830,Georgia,130,Upson,2930,Upson,2569
1830,Georgia,130,Walton,2970,Walton,3167
1830,Georgia,130,Ware,2990,Ware,64
1830,Georgia,130,Warren,3010,Warren,4794
1830,Georgia,130,Washington,3030,Washington,3925
1830,Georgia,130,Wayne,3050,Wayne,287
1830,Georgia,130,Wilkes,3170,Wilkes,8972
1830,Georgia,130,Wilkinson,3190,Wilkinson,1925
1840,Georgia,130,Appling,10,Appling,297
1840,Georgia,130,Baker,70,Baker,1779
1840,Georgia,130,Baldwin,90,Baldwin,4175
1840,Georgia,130,Bibb,210,Bibb,4447
1840,Georgia,130,Bryan,290,Bryan,2285
1840,Georgia,130,Bulloch,310,Bulloch,955
1840,Georgia,130,Burke,330,Burke,8567
1840,Georgia,130,Butts,350,Butts,2023
1840,Georgia,130,Camden,390,Camden,4071
1840,Georgia,130,Campbell,395,Campbell,844
1840,Georgia,130,Carroll,450,Carroll,527
1840,Georgia,130,Cass,455,Cass,2009
1840,Georgia,130,Chatham,510,Chatham,12000
1840,Georgia,130,Chattooga,550,Chattooga,814
1840,Georgia,130,Cherokee,570,Cherokee,494
1840,Georgia,130,Clarke,590,Clarke,4919
1840,Georgia,130,Cobb,670,Cobb,909
1840,Georgia,130,Columbia,730,Columbia,7436
1840,Georgia,130,Coweta,770,Coweta,3101
1840,Georgia,130,Crawford,790,Crawford,3569
1840,Georgia,130,Dade,830,Dade,79
1840,Georgia,130,Decatur,870,Decatur,2394
1840,Georgia,130,DeKalb,890,De Kalb,2011
1840,Georgia,130,Dooly,930,Dooly,1193
1840,Georgia,130,Early,990,Early,2324
1840,Georgia,130,Effingham,1030,Effingham,1442
1840,Georgia,130,Elbert,1050,Elbert,5048
1840,Georgia,130,Emanuel,1070,Emanuel,629
1840,Georgia,130,Fayette,1130,Fayette,1364
1840,Georgia,130,Floyd,1150,Floyd,1276
1840,Georgia,130,Forsyth,1170,Forsyth,559
1840,Georgia,130,Franklin,1190,Franklin,2132
1840,Georgia,130,Gilmer,1230,Gilmer,95
1840,Georgia,130,Glynn,1270,Glynn,4411
1840,Georgia,130,Greene,1330,Greene,7049
1840,Georgia,130,Gwinnett,1350,Gwinnett,2252
1840,Georgia,130,Habersham,1370,Habersham,954
1840,Georgia,130,Hall,1390,Hall,1102
1840,Georgia,130,Hancock,1410,Hancock,5962
1840,Georgia,130,Harris,1450,Harris,6451
1840,Georgia,130,Heard,1490,Heard,1580
1840,Georgia,130,Henry,1510,Henry,3332
1840,Georgia,130,Houston,1530,Houston,4850
1840,Georgia,130,Irwin,1550,Irwin,266
1840,Georgia,130,Jackson,1570,Jackson,2528
1840,Georgia,130,Jasper,1590,Jasper,6190
1840,Georgia,130,Jefferson,1630,Jefferson,4377
1840,Georgia,130,Jones,1690,Jones,5648
1840,Georgia,130,Laurens,1750,Laurens,2507
1840,Georgia,130,Lee,1770,Lee,2051
1840,Georgia,130,Liberty,1790,Liberty,5596
1840,Georgia,130,Lincoln,1810,Lincoln,3368
1840,Georgia,130,Lowndes,1850,Lowndes,1180
1840,Georgia,130,Lumpkin,1870,Lumpkin,528
1840,Georgia,130,McIntosh,1910,Mcintosh,4012
1840,Georgia,130,Macon,1930,Macon,1492
1840,Georgia,130,Madison,1950,Madison,1385
1840,Georgia,130,Marion,1970,Marion,1071
1840,Georgia,130,Meriwether,1990,Meriwether,5407
1840,Georgia,130,Monroe,2070,Monroe,8471
1840,Georgia,130,Montgomery,2090,Montgomery,337
1840,Georgia,130,Morgan,2110,Morgan,5660
1840,Georgia,130,Murray,2130,Murray,799
1840,Georgia,130,Muscogee,2150,Muscogee,4760
1840,Georgia,130,Newton,2170,Newton,3738
1840,Georgia,130,Oglethorpe,2210,Oglethorpe,6362
1840,Georgia,130,Paulding,2230,Paulding,454
1840,Georgia,130,Pike,2310,Pike,2581
1840,Georgia,130,Pulaski,2350,Pulaski,2417
1840,Georgia,130,Putnam,2370,Putnam,6519
1840,Georgia,130,Rabun,2410,Rabun,84
1840,Georgia,130,Randolph,2430,Randolph,2690
1840,Georgia,130,Richmond,2450,Richmond,6282
1840,Georgia,130,Screven,2510,Screven,2632
1840,Georgia,130,Stewart,2590,Stewart,4759
1840,Georgia,130,Sumter,2610,Sumter,1644
1840,Georgia,130,Talbot,2630,Talbot,6766
1840,Georgia,130,Taliaferro,2650,Taliaferro,2895
1840,Georgia,130,Tattnall,2670,Tattnall,846
1840,Georgia,130,Telfair,2710,Telfair,762
1840,Georgia,130,Thomas,2750,Thomas,2956
1840,Georgia,130,Troup,2850,Troup,7051
1840,Georgia,130,Twiggs,2890,Twiggs,4208
1840,Georgia,130,Union,2910,Union,87
1840,Georgia,130,Upson,2930,Upson,3872
1840,Georgia,130,Walker,2950,Walker,989
1840,Georgia,130,Walton,2970,Walton,3626
1840,Georgia,130,Ware,2990,Ware,134
1840,Georgia,130,Warren,3010,Warren,4613
1840,Georgia,130,Washington,3030,Washington,4603
1840,Georgia,130,Wayne,3050,Wayne,381
1840,Georgia,130,Wilkes,3170,Wilkes,6518
1840,Georgia,130,Wilkinson,3190,Wilkinson,1885
1850,Georgia,130,Appling,10,Appling,429
1850,Georgia,130,Baker,70,Baker,3769
1850,Georgia,130,Baldwin,90,Baldwin,4629
1850,Georgia,130,Bibb,210,Bibb,5690
1850,Georgia,130,Bryan,290,Bryan,2260
1850,Georgia,130,Bulloch,310,Bulloch,1460
1850,Georgia,130,Burke,330,Burke,10982
1850,Georgia,130,Butts,350,Butts,2808
1850,Georgia,130,Camden,390,Camden,4250
1850,Georgia,130,Campbell,395,Campbell,1514
1850,Georgia,130,Carroll,450,Carroll,1105
1850,Georgia,130,Cass,455,Cass,3029
1850,Georgia,130,Chatham,510,Chatham,14749
1850,Georgia,130,Chattooga,550,Chattooga,1684
1850,Georgia,130,Cherokee,570,Cherokee,1170
1850,Georgia,130,Clarke,590,Clarke,5606
1850,Georgia,130,Clinch,650,Clinch,131
1850,Georgia,130,Cobb,670,Cobb,2275
1850,Georgia,130,Columbia,730,Columbia,8344
1850,Georgia,130,Coweta,770,Coweta,5433
1850,Georgia,130,Crawford,790,Crawford,4642
1850,Georgia,130,Dade,830,Dade,148
1850,Georgia,130,Decatur,870,Decatur,3644
1850,Georgia,130,DeKalb,890,De Kalb,2956
1850,Georgia,130,Dooly,930,Dooly,2781
1850,Georgia,130,Early,990,Early,3530
1850,Georgia,130,Effingham,1030,Effingham,1857
1850,Georgia,130,Elbert,1050,Elbert,6283
1850,Georgia,130,Emanuel,1070,Emanuel,986
1850,Georgia,130,Fayette,1130,Fayette,1968
1850,Georgia,130,Floyd,1150,Floyd,3003
1850,Georgia,130,Forsyth,1170,Forsyth,1038
1850,Georgia,130,Franklin,1190,Franklin,2437
1850,Georgia,130,Gilmer,1230,Gilmer,204
1850,Georgia,130,Glynn,1270,Glynn,4237
1850,Georgia,130,Gordon,1290,Gordon,828
1850,Georgia,130,Greene,1330,Greene,8324
1850,Georgia,130,Gwinnett,1350,Gwinnett,2305
1850,Georgia,130,Habersham,1370,Habersham,1220
1850,Georgia,130,Hall,1390,Hall,1343
1850,Georgia,130,Hancock,1410,Hancock,7368
1850,Georgia,130,Harris,1450,Harris,8012
1850,Georgia,130,Heard,1490,Heard,2403
1850,Georgia,130,Henry,1510,Henry,4984
1850,Georgia,130,Houston,1530,Houston,9940
1850,Georgia,130,Irwin,1550,Irwin,451
1850,Georgia,130,Jackson,1570,Jackson,2960
1850,Georgia,130,Jasper,1590,Jasper,7165
1850,Georgia,130,Jefferson,1630,Jefferson,5414
1850,Georgia,130,Jones,1690,Jones,6325
1850,Georgia,130,Laurens,1750,Laurens,2983
1850,Georgia,130,Lee,1770,Lee,3635
1850,Georgia,130,Liberty,1790,Liberty,5924
1850,Georgia,130,Lincoln,1810,Lincoln,3811
1850,Georgia,130,Lowndes,1850,Lowndes,2375
1850,Georgia,130,Lumpkin,1870,Lumpkin,960
1850,Georgia,130,McIntosh,1910,Mcintosh,4701
1850,Georgia,130,Macon,1930,Macon,2964
1850,Georgia,130,Madison,1950,Madison,1940
1850,Georgia,130,Marion,1970,Marion,3613
1850,Georgia,130,Meriwether,1990,Meriwether,7995
1850,Georgia,130,Monroe,2070,Monroe,10175
1850,Georgia,130,Montgomery,2090,Montgomery,613
1850,Georgia,130,Morgan,2110,Morgan,7110
1850,Georgia,130,Murray,2130,Murray,1941
1850,Georgia,130,Muscogee,2150,Muscogee,8223
1850,Georgia,130,Newton,2170,Newton,5219
1850,Georgia,130,Oglethorpe,2210,Oglethorpe,7877
1850,Georgia,130,Paulding,2230,Paulding,1479
1850,Georgia,130,Pike,2310,Pike,5620
1850,Georgia,130,Pulaski,2350,Pulaski,2843
1850,Georgia,130,Putnam,2370,Putnam,7494
1850,Georgia,130,Rabun,2410,Rabun,110
1850,Georgia,130,Randolph,2430,Randolph,5011
1850,Georgia,130,Richmond,2450,Richmond,8093
1850,Georgia,130,Screven,2510,Screven,3674
1850,Georgia,130,Stewart,2590,Stewart,7378
1850,Georgia,130,Sumter,2610,Sumter,3853
1850,Georgia,130,Talbot,2630,Talbot,8741
1850,Georgia,130,Taliaferro,2650,Taliaferro,3095
1850,Georgia,130,Tattnall,2670,Tattnall,849
1850,Georgia,130,Telfair,2710,Telfair,930
1850,Georgia,130,Thomas,2750,Thomas,5160
1850,Georgia,130,Troup,2850,Troup,9088
1850,Georgia,130,Twiggs,2890,Twiggs,4662
1850,Georgia,130,Union,2910,Union,279
1850,Georgia,130,Upson,2930,Upson,4704
1850,Georgia,130,Walker,2950,Walker,1701
1850,Georgia,130,Walton,2970,Walton,3926
1850,Georgia,130,Ware,2990,Ware,291
1850,Georgia,130,Warren,3010,Warren,6267
1850,Georgia,130,Washington,3030,Washington,5775
1850,Georgia,130,Wayne,3050,Wayne,411
1850,Georgia,130,Wilkes,3170,Wilkes,8302
1850,Georgia,130,Wilkinson,3190,Wilkinson,2745
1860,Georgia,130,Appling,10,Appling,748
1860,Georgia,130,Baker,70,Baker,3492
1860,Georgia,130,Baldwin,90,Baldwin,5021
1860,Georgia,130,Banks,110,Banks,1097
1860,Georgia,130,Berrien,190,Berrien,434
1860,Georgia,130,Bibb,210,Bibb,6831
1860,Georgia,130,Brooks,270,Brooks,3284
1860,Georgia,130,Bryan,290,Bryan,2379
1860,Georgia,130,Bulloch,310,Bulloch,2162
1860,Georgia,130,Burke,330,Burke,12152
1860,Georgia,130,Butts,350,Butts,3082
1860,Georgia,130,Calhoun,370,Calhoun,2739
1860,Georgia,130,Camden,390,Camden,4144
1860,Georgia,130,Campbell,395,Campbell,2012
1860,Georgia,130,Carroll,450,Carroll,1875
1860,Georgia,130,Cass,455,Cass,4291
1860,Georgia,130,Catoosa,470,Catoosa,714
1860,Georgia,130,Charlton,490,Charlton,557
1860,Georgia,130,Chatham,510,Chatham,15532
1860,Georgia,130,Chattahoochee,530,Chattahoochee,2763
1860,Georgia,130,Chattooga,550,Chattooga,2058
1860,Georgia,130,Cherokee,570,Cherokee,1244
1860,Georgia,130,Clarke,590,Clarke,5679
1860,Georgia,130,Clay,610,Clay,2267
1860,Georgia,130,Clayton,630,Clayton,1226
1860,Georgia,130,Clinch,650,Clinch,454
1860,Georgia,130,Cobb,670,Cobb,3832
1860,Georgia,130,Coffee,690,Coffee,673
1860,Georgia,130,Colquitt,710,Colquitt,121
1860,Georgia,130,Columbia,730,Columbia,8349
1860,Georgia,130,Coweta,770,Coweta,7270
1860,Georgia,130,Crawford,790,Crawford,4286
1860,Georgia,130,Dade,830,Dade,304
1860,Georgia,130,Dawson,850,Dawson,330
1860,Georgia,130,Decatur,870,Decatur,5937
1860,Georgia,130,DeKalb,890,De Kalb,2008
1860,Georgia,130,Dooly,930,Dooly,4072
1860,Georgia,130,Dougherty,950,Dougherty,6088
1860,Georgia,130,Early,990,Early,4057
1860,Georgia,130,Echols,1010,Echols,314
1860,Georgia,130,Effingham,1030,Effingham,2183
1860,Georgia,130,Elbert,1050,Elbert,5736
1860,Georgia,130,Emanuel,1070,Emanuel,1333
1860,Georgia,130,Fannin,1110,Fannin,144
1860,Georgia,130,Fayette,1130,Fayette,2025
1860,Georgia,130,Floyd,1150,Floyd,5926
1860,Georgia,130,Forsyth,1170,Forsyth,898
1860,Georgia,130,Franklin,1190,Franklin,1355
1860,Georgia,130,Fulton,1210,Fulton,2986
1860,Georgia,130,Gilmer,1230,Gilmer,170
1860,Georgia,130,Glascock,1250,Glascock,783
1860,Georgia,130,Glynn,1270,Glynn,2841
1860,Georgia,130,Gordon,1290,Gordon,2145
1860,Georgia,130,Greene,1330,Greene,8423
1860,Georgia,130,Gwinnett,1350,Gwinnett,2582
1860,Georgia,130,Habersham,1370,Habersham,830
1860,Georgia,130,Hall,1390,Hall,1275
1860,Georgia,130,Hancock,1410,Hancock,8173
1860,Georgia,130,Haralson,1430,Haralson,229
1860,Georgia,130,Harris,1450,Harris,7757
1860,Georgia,130,Hart,1470,Hart,1534
1860,Georgia,130,Heard,1490,Heard,2826
1860,Georgia,130,Henry,1510,Henry,4527
1860,Georgia,130,Houston,1530,Houston,10783
1860,Georgia,130,Irwin,1550,Irwin,246
1860,Georgia,130,Jackson,1570,Jackson,3356
1860,Georgia,130,Jasper,1590,Jasper,6972
1860,Georgia,130,Jefferson,1630,Jefferson,6086
1860,Georgia,130,Johnson,1670,Johnson,856
1860,Georgia,130,Jones,1690,Jones,6023
1860,Georgia,130,Laurens,1750,Laurens,3275
1860,Georgia,130,Lee,1770,Lee,4954
1860,Georgia,130,Liberty,1790,Liberty,6106
1860,Georgia,130,Lincoln,1810,Lincoln,3768
1860,Georgia,130,Lowndes,1850,Lowndes,2399
1860,Georgia,130,Lumpkin,1870,Lumpkin,470
1860,Georgia,130,McIntosh,1910,Mcintosh,4117
1860,Georgia,130,Macon,1930,Macon,4874
1860,Georgia,130,Madison,1950,Madison,2009
1860,Georgia,130,Marion,1970,Marion,3536
1860,Georgia,130,Meriwether,1990,Meriwether,8752
1860,Georgia,130,Miller,2010,Miller,640
1860,Georgia,130,Milton,2015,Milton,618
1860,Georgia,130,Mitchell,2050,Mitchell,1592
1860,Georgia,130,Monroe,2070,Monroe,10200
1860,Georgia,130,Montgomery,2090,Montgomery,983
1860,Georgia,130,Morgan,2110,Morgan,7013
1860,Georgia,130,Murray,2130,Murray,1444
1860,Georgia,130,Muscogee,2150,Muscogee,7618
1860,Georgia,130,Newton,2170,Newton,6498
1860,Georgia,130,Oglethorpe,2210,Oglethorpe,7535
1860,Georgia,130,Paulding,2230,Paulding,578
1860,Georgia,130,Pickens,2270,Pickens,246
1860,Georgia,130,Pierce,2290,Pierce,233
1860,Georgia,130,Pike,2310,Pike,4746
1860,Georgia,130,Polk,2330,Polk,2442
1860,Georgia,130,Pulaski,2350,Pulaski,4137
1860,Georgia,130,Putnam,2370,Putnam,7169
1860,Georgia,130,Quitman,2390,Quitman,1629
1860,Georgia,130,Rabun,2410,Rabun,210
1860,Georgia,130,Randolph,2430,Randolph,4468
1860,Georgia,130,Richmond,2450,Richmond,8879
1860,Georgia,130,Schley,2490,Schley,2359
1860,Georgia,130,Screven,2510,Screven,4532
1860,Georgia,130,Spalding,2550,Spalding,3873
1860,Georgia,130,Stewart,2590,Stewart,7888
1860,Georgia,130,Sumter,2610,Sumter,4892
1860,Georgia,130,Talbot,2630,Talbot,8622
1860,Georgia,130,Taliaferro,2650,Taliaferro,2890
1860,Georgia,130,Tattnall,2670,Tattnall,1161
1860,Georgia,130,Taylor,2690,Taylor,2397
1860,Georgia,130,Telfair,2710,Telfair,836
1860,Georgia,130,Terrell,2730,Terrell,2889
1860,Georgia,130,Thomas,2750,Thomas,6278
1860,Georgia,130,Towns,2810,Towns,113
1860,Georgia,130,Troup,2850,Troup,10039
1860,Georgia,130,Twiggs,2890,Twiggs,5390
1860,Georgia,130,Union,2910,Union,118
1860,Georgia,130,Upson,2930,Upson,4895
1860,Georgia,130,Walker,2950,Walker,1565
1860,Georgia,130,Walton,2970,Walton,4627
1860,Georgia,130,Ware,2990,Ware,382
1860,Georgia,130,Warren,3010,Warren,5473
1860,Georgia,130,Washington,3030,Washington,6555
1860,Georgia,130,Wayne,3050,Wayne,651
1860,Georgia,130,Webster,3070,Webster,2289
1860,Georgia,130,White,3110,White,274
1860,Georgia,130,Whitfield,3130,Whitfield,1733
1860,Georgia,130,Wilcox,3150,Wilcox,423
1860,Georgia,130,Wilkes,3170,Wilkes,7986
1860,Georgia,130,Wilkinson,3190,Wilkinson,3904
1860,Georgia,130,Worth,3210,Worth,645
1870,Georgia,130,Appling,10,Appling,976
1870,Georgia,130,Baker,70,Baker,4955
1870,Georgia,130,Baldwin,90,Baldwin,6774
1870,Georgia,130,Banks,110,Banks,921
1870,Georgia,130,Bartow,150,Bartow,4719
1870,Georgia,130,Berrien,190,Berrien,460
1870,Georgia,130,Bibb,210,Bibb,11424
1870,Georgia,130,Brooks,270,Brooks,4231
1870,Georgia,130,Bryan,290,Bryan,3605
1870,Georgia,130,Bulloch,310,Bulloch,1744
1870,Georgia,130,Burke,330,Burke,13436
1870,Georgia,130,Butts,350,Butts,3445
1870,Georgia,130,Calhoun,370,Calhoun,3477
1870,Georgia,130,Camden,390,Camden,3157
1870,Georgia,130,Campbell,395,Campbell,2587
1870,Georgia,130,Carroll,450,Carroll,1309
1870,Georgia,130,Catoosa,470,Catoosa,616
1870,Georgia,130,Charlton,490,Charlton,401
1870,Georgia,130,Chatham,510,Chatham,24518
1870,Georgia,130,Chattahoochee,530,Chattahoochee,3405
1870,Georgia,130,Chattooga,550,Chattooga,1503
1870,Georgia,130,Cherokee,570,Cherokee,1281
1870,Georgia,130,Clarke,590,Clarke,6453
1870,Georgia,130,Clay,610,Clay,2849
1870,Georgia,130,Clayton,630,Clayton,1743
1870,Georgia,130,Clinch,650,Clinch,507
1870,Georgia,130,Cobb,670,Cobb,3217
1870,Georgia,130,Coffee,690,Coffee,678
1870,Georgia,130,Colquitt,710,Colquitt,137
1870,Georgia,130,Columbia,730,Columbia,9449
1870,Georgia,130,Coweta,770,Coweta,8019
1870,Georgia,130,Crawford,790,Crawford,4273
